EntrezID	hsa-let-7b-5p	hsa-let-7c-5p	hsa-miR-1-3p	hsa-miR-101-3p	hsa-miR-103a-3p	hsa-miR-106b-5p	hsa-miR-141-3p	hsa-miR-155-5p	hsa-miR-15a-5p	hsa-miR-16-5p	hsa-miR-17-5p	hsa-miR-18a-5p	hsa-miR-192-5p	hsa-miR-193b-3p	hsa-miR-200a-3p	hsa-miR-200c-3p	hsa-miR-206	hsa-miR-20a-5p	hsa-miR-215-5p	hsa-miR-26b-5p	hsa-miR-302c-3p	hsa-miR-30a-5p	hsa-miR-98-5p
83543	-0.092828687	-0.05115	-0.328574208	-0.190313742	-0.00675	0.056	0.09125	0.227838924	0.07575	4.22E-01	-0.0266	0.13477615	-0.05385	-0.007635215	0.09035	4.06549835	-0.04718435	0.0071	-0.0685	NA	0.03915847	-0.092828687	-0.09141127
83544	0.592975196	-0.03075	-0.290945953	-0.042407162	0.03125	-0.0487	-0.0342	-0.167724507	0.01485	2.29E-01	-0.07725	-0.177761396	-0.02855	0.344649254	-0.03615	-0.347345503	-0.009642711	-0.0948	-0.0217	NA	-0.193403564	0.008586341	-0.038552845
83546	8.88E-16	0.00985	8.88E-16	0	0.01755	0.01255	-0.0092	8.88E-16	0.01675	1.80E-02	0.0266	-0.050769647	0.04985	-0.049812804	-0.0172	NA	-0.077193586	0.02295	0.0323	NA	-0.03698288	8.88E-16	NA
83547	-0.059470518	0.00865	-0.058372923	-4.44E-16	0.00295	-0.0144	-0.02995	-0.030395545	-0.008	-1.69E-02	-0.01285	-0.031175817	0.0281	0.006342222	-0.02565	NA	-0.038185819	-0.00035	0.00175	NA	-0.014414789	-0.060147288	NA
83548	0.1048547	-0.00395	-0.251063473	0.028456513	0.04175	-0.0052	-0.0456	-0.410162981	0.03205	5.06E-02	-0.04665	0.073692061	-0.07555	-0.013659407	-0.01055	-0.28895664	0.051557988	-0.06095	-0.0775	NA	0.22142178	0.305812332	0.12041666
83549	-0.550390203	0.0701	-0.086455508	-0.039647248	0.0044	0.05085	0.07625	-0.86531844	0.04215	5.43E-02	0.05225	0.064620137	-0.05025	-0.05088744	0.05235	0.654330376	-0.011731039	0.0825	0.00175	NA	0.399117577	0.066452722	0.151255868
83550	NA	-0.00235	NA	NA	0.00725	0.0133	0.03185	NA	-0.0185	8.10E-03	0.0112	NA	-0.00085	NA	0.0303	NA	NA	0.01185	0.02465	NA	NA	NA	NA
83551	NA	-0.0059	NA	NA	0.00425	0.0116	0.0067	NA	0.0047	2.28E-02	0.0221	NA	0.07175	NA	-0.00775	NA	NA	0.01205	0.03425	NA	NA	NA	NA
83552	NA	-0.0021	NA	NA	0.0026	0.0003	0.00455	NA	0.0044	1.11E-02	0.01635	-0.058428385	0.0481	-0.038934599	-0.0086	NA	-0.019129347	0.02405	0.03815	NA	-0.065805804	NA	NA
83590	NA	0.0036	NA	NA	-0.16335	0.0526	0.09025	NA	-0.31725	-3.04E-01	0.07555	0.19235673	0.08465	0.15021354	0.03445	1.822743252	0.08064789	0.11575	0.06965	NA	0.204192155	NA	0.37003462
83591	0.030604938	-0.41185	0	0.001085579	0.2259	0.02655	0.4442	-0.004947228	0.0749	5.20E-03	0.01345	-0.001947655	0.03025	-0.014378006	0.1373	NA	-0.055063222	0.0089	0.05725	NA	0.008346709	0.011631664	NA
83592	-0.192850143	NA	-0.004902819	-0.096909404	NA	NA	NA	-0.192850143	NA	-1.93E-01	NA	0.141846647	NA	0.115691284	NA	0.307095146	0.104563151	NA	NA	NA	0.310544688	-0.204188721	0.054484253
83593	0.085180952	0.0489	-0.37239228	0.001238362	-0.16035	0.0008	-0.0048	0.251707391	0.0193	-1.60E-01	-0.02325	0.009209068	-0.12425	-0.013617331	-0.05605	NA	0.038368828	-0.0352	0.01525	NA	0.05002626	-0.125286475	NA
83594	1.391139536	0.00575	0.487907089	0.631027069	0.0917	-0.0086	-0.0548	0.709609225	0.08545	1.41E-01	-0.0238	-0.009579286	-0.1232	-0.039481933	-0.0489	-0.425770769	0.040026485	-0.01015	-0.08135	NA	-0.074897692	0.514984575	-0.160354835
83595	-0.019151797	0.10025	-0.496516431	0.038584589	0.02785	0.038	-0.01	-0.47823916	-0.03725	-2.60E-01	-0.0309	0.009822148	-0.04655	-0.004938268	-0.0313	-1.809367655	0.038591965	-0.01345	-0.02645	NA	0.027775422	-0.245818153	0.04556116
83596	-0.17472246	NA	0.148069078	-0.103177909	NA	NA	NA	-0.182745009	NA	-6.10E-01	NA	0.096660524	NA	-0.043875166	NA	0.415996248	0.012060945	NA	NA	NA	-0.024414942	0.219840715	0.127211969
83597	-0.003546986	0.1337	-0.003546986	0	-0.102	-0.07965	0.17005	-0.003546986	0.1102	7.08E-03	0.00565	0.01200418	-0.08885	0.005436902	0.1247	NA	-0.031742209	0.0132	-0.0151	NA	0.013590581	-0.003546986	NA
83604	0.809789515	NA	-0.048758898	-0.002680141	NA	0.063498195	NA	-0.414392441	NA	2.02E-02	NA	0.035176968	NA	0.012512918	NA	NA	0.032750685	NA	NA	0	-0.042325226	-0.24392371	0
83605	-0.235586803	0.06835	0.033084918	-0.038404903	0.03105	0.0399	0.13965	0.20566449	0.0942	1.93E-01	0.14605	-0.095143015	-0.02185	-0.212950076	0.13	-0.092755232	-0.052255683	0.0899	0.0413	NA	-0.053129418	0.002388939	0.378403415
83606	-0.035836643	NA	0.079023711	-0.364804493	NA	NA	NA	0.600066687	NA	1.25E-01	NA	-0.21487726	NA	0.118954665	NA	1.057335029	0.14846677	NA	NA	NA	0.239395735	0.30978951	0.079423621
83607	0.389654389	-0.02815	-0.111333922	0.130504698	-0.201	-0.0803	0.05335	0.19194288	-0.1586	-2.37E-01	-0.0438	0.064850345	-0.1099	-0.218865931	-0.03485	-0.063671508	0.014055617	-0.0353	-0.10015	NA	0.01387577	0.167747327	0.038029656
83608	-0.709304119	-0.2178	0.402447723	0.042309373	0.034	0.04005	-0.06855	0.120203181	-0.0026	-1.36E-01	0.06275	-0.000900731	0.08595	0.08903565	-0.08025	0.447630124	0.121395959	0.0081	0.0373	NA	-0.080857615	0.096773642	-0.335027739
83636	-0.017770166	0.06825	0.295620592	0.229964569	0.08945	0.0852	0.1681	-0.320132129	0.19045	3.39E-01	0.11155	0.085083642	0.08835	0.104530406	0.08165	-0.809165649	0.195219343	0.10115	0.08665	NA	-0.000721467	-0.163405882	0.085801337
83637	-0.191821815	NA	0.25600321	-0.043730457	NA	-0.270142262	NA	0.293765236	NA	1.81E-01	NA	-0.024240057	NA	-0.206488463	NA	0.491863932	-0.164447126	NA	NA	0.084526026	0.089589995	-0.108450003	-0.049802753
83638	-1.16495956	0.0231	0.278533108	0.126859069	-0.0455	-0.092282836	0.06835	0.006152158	-0.0108	-5.75E-01	0.0219	-0.083417495	-0.0196	-0.016048687	0.0048	-1.436027893	-0.105627502	-0.01325	-0.00705	-0.198038217	0.205246382	-0.535683447	0.640707003
83639	-0.713303658	NA	-0.418043926	-0.019058001	NA	NA	NA	-0.713303658	NA	-7.13E-01	NA	0.029636888	NA	-0.025070323	NA	NA	0.032485513	NA	NA	NA	-0.015910286	-0.713303658	NA
83640	NA	-0.24	NA	NA	0.08805	0.12095	0.1148	NA	0.10985	9.69E-02	0.0719	0.2958122	-0.00915	0.176872504	0.0885	0.875567904	0.363979254	0.1152	0.08545	NA	0.340429075	NA	0.0437854
83641	0.216904446	NA	-0.290767658	0.066551642	NA	NA	NA	-0.550729535	NA	-1.94E-01	NA	0.021941646	NA	0.083291851	NA	0.576514132	-0.530691166	NA	NA	NA	0.013637367	-0.452097139	-0.238448781
83642	-0.838064217	0.01225	-0.076956463	-0.085735767	0.0353	0.02645	0.01345	0.088661423	0.04225	2.49E-02	0.0385	0.031256751	0.06845	0.13333323	-0.00265	-0.400996178	-0.025569702	0.0242	0.04725	NA	0.145905064	0.102126148	0.054903559
83643	0	-0.0379	0	0	0.0097	0.06	0.068	0	0.0847	5.65E-02	-0.1578	0.055510179	-0.0494	0.027230103	0.03115	-0.001888547	-0.007498746	0.08045	-0.10695	NA	0.0219807	0.017936692	0.11984707
83648	-0.032372906	0.0579	-0.030552126	0.001386038	0.0947	0.1293	0.12505	-0.032372906	0.13375	-5.21E-03	0.18645	0.041758982	-0.155	0.087041403	0.11345	-4.442528021	-0.028544346	0.1729	-0.07135	NA	0.050809401	-0.032372906	0.208417576
83650	NA	0.04225	NA	NA	0.0227	0.0082	-0.00695	NA	0.01005	4.08E-02	0.02435	0.024309677	-0.00005	0.004275254	-0.01675	NA	-0.054674817	0.0379	0.0181	NA	0.108746213	NA	NA
83657	8.88E-16	NA	8.88E-16	-0.335364327	NA	NA	NA	0.008650387	NA	8.88E-16	NA	0.029707207	NA	0.346397222	NA	1.25610008	0.118952122	NA	NA	NA	0.190887295	8.88E-16	-0.043862949
83658	0.059216355	NA	0.160819777	-0.005322516	NA	-0.130062418	NA	-0.225223209	NA	7.24E-01	NA	0.203149565	NA	0.136423716	NA	-0.184423457	0.020249171	NA	NA	0.399679023	0.168505075	0.073337023	0.391317254
83659	8.88E-16	0.01895	8.88E-16	-4.44E-16	-0.1654	-0.07495	-0.05655	8.88E-16	-0.0671	-3.98E-02	-0.0626	0.063586625	-0.0238	0.029736695	0.1349	NA	0.035132534	-0.01815	-0.03195	NA	0.062580782	0.000942116	NA
83660	NA	0.03495	NA	-0.189968009	-0.0079	0.025909524	0.0272	NA	-0.02565	-2.80E-03	0.0885	NA	0.0125	NA	0.0282	NA	NA	0.0532	-0.0067	-0.005444771	NA	NA	0.085277805
83661	8.88E-16	0.01425	8.88E-16	0	-0.0387	0.0153	-0.0039	8.88E-16	-0.02985	-1.79E-02	-0.00585	-0.003882985	-0.0187	0.041786617	0.00755	NA	0.000676867	-0.00415	0.0163	NA	0.024997315	8.88E-16	NA
83666	-0.111425793	0.0047	-0.093660356	-0.219145872	0.05565	-0.05065	0.04115	-0.204510385	0.1293	3.89E-01	-0.00145	0.203809552	0.0403	0.246832906	0.07855	0.835626642	-0.056243906	0.00275	0.03775	NA	0.172509844	0.225193983	-0.131070997
83667	0.458893716	0.12045	0.961611265	0.068455426	0.1365	0.2542	0.3	0.350304808	0.0637	-3.22E-01	0.31335	0.134356295	0.29715	-0.19305891	0.2655	-1.359583299	-0.006375873	0.30105	0.2919	NA	0.259134826	-0.991156487	0.234434455
83690	0.650086318	0.0315	-1.631662172	0.027746312	-0.0117	0.0081	0.0137	0.089438354	0.0305	3.71E-01	0.04155	-0.091568062	-0.01435	-0.067869771	-0.08595	-0.318989097	-0.155717233	0.0404	0.05185	NA	-0.139252454	0.489860163	0.005905492
83692	0.159051961	NA	-0.415430532	-0.213645324	NA	NA	NA	0.004286005	NA	4.13E-01	NA	0.062436818	NA	0.112908916	NA	-0.760299134	0.076599259	NA	NA	NA	0.14051627	0.08654947	0.169754714
83693	0.561366878	0.0237	-0.17843484	-0.056459075	-0.15555	-0.00955	0.02525	-0.489045136	0.05485	1.93E-01	-0.06355	0.152830018	-0.0186	0.176582697	0.0163	1.281753141	-0.048379251	0.00165	0.0524	NA	-0.158804279	0.485351937	-0.158364436
83694	-0.03782167	-0.02785	-0.034727197	-0.022633621	-0.0066	0.04465	0.08265	-0.03782167	0.0901	3.99E-02	0.04725	0.060366504	0.0688	0.179081165	0.0795	0.067342921	-0.0595999	0.03475	0.02535	NA	0.04873393	-0.03782167	0.281369769
83696	0.109415455	-0.00685	0.09010705	-0.132253636	-0.0184	-0.0019	0.0682	0.769094453	0.01675	1.92E-01	-0.0198	0.110783431	0.02005	0.259932368	0.03905	0.292489223	-0.166001548	0.0305	0.01895	NA	0.172522339	0.132676698	-0.038679897
83697	4.44E-16	-0.0085	0.065304117	0.01700112	0.0115	-0.0082	-0.00965	4.44E-16	0.0157	7.08E-03	0.0164	-0.007538	0.0445	-0.037801721	-0.00135	NA	-0.034568219	0.0207	0.02855	NA	0.01411892	-0.119487401	NA
83698	8.88E-16	0.0776	0.054461179	0	-0.048	-0.04	-0.07	8.88E-16	-0.0031	-6.45E-03	0.01305	-0.032624888	-0.0312	-0.00266724	-0.1397	-0.200353515	-0.019484876	-0.00835	0.00875	NA	0.136532917	6.39E-05	0.308885719
83699	-0.45320109	-0.06575	0.259992684	0.150734426	0.0297	0.00475	0.12635	0.392898608	-0.0172	-5.44E-02	-0.03425	0.019921441	-0.05735	0.180558421	0.1552	0.71079181	0.418976308	0.04695	-0.01535	NA	0.264879748	0.574478829	-0.119327617
83700	8.88E-16	NA	8.88E-16	0	NA	0	NA	0.037717217	NA	8.88E-16	NA	-0.028894738	NA	-0.031927642	NA	-0.058086288	-0.058819599	NA	NA	0	0.034510973	8.88E-16	-0.150670466
83706	8.88E-16	0.012	8.88E-16	-0.00094769	-0.02865	0.0479	-0.11395	8.88E-16	-0.0947	-3.82E-02	0.0435	-0.046983449	0.03045	-0.052494147	-0.0692	0.565098609	-0.008309744	0.0826	0.04865	NA	-0.023727499	8.88E-16	0.190413314
83707	-0.083295563	-0.0224	0.282764984	0.046994894	0.0524	-0.01105	0.0235	0.290682471	0.20355	4.97E-01	0.03935	0.073081353	0.0568	0.11674652	0.0256	NA	-0.01246028	0.0616	0.05235	NA	-0.002809379	-0.244214484	NA
83714	0	-0.00835	0	-0.025024777	0.01405	0.0032	0.0038	0	-0.0115	2.17E-02	0.0088	0.004536437	0.04925	-0.023251557	-0.00225	NA	0.003480372	0.02275	0.0479	NA	0.033295695	0	NA
83715	-0.001395276	0.03195	0.092647375	-0.160839383	-0.03745	-0.00325	0.02175	-0.001395276	0.01835	-1.83E-02	0.00605	0.13961529	0.04485	0.059232864	0.01815	1.466830397	-0.057223338	0.02205	0.00695	NA	0.172726915	-0.001395276	0.056149728
83716	0.007190069	0.0607	0.007190069	0.136403843	-0.0873	-0.09225	0.03495	0.084147051	-0.0253	1.18E+00	-0.10475	-0.035902806	-0.0977	0.185872169	0.055	2.648177329	-0.125511489	-0.092	-0.05915	NA	0.801880617	-0.113359094	0.202954131
83719	-0.292426945	0.01555	0.39746929	-0.925464644	0.00165	0.00555	-0.0075	4.44E-16	0.00685	1.13E+00	0.02435	0.701015676	0.02915	0.333722163	-0.00885	2.823145009	0.039273884	0.0145	0.03505	NA	1.164094266	-0.265881541	0.196119967
83723	NA	0.04395	NA	NA	-0.0008	-0.02495	-0.0033	NA	-0.0029	2.51E-02	0.0209	0.19502893	-0.0029	0.07437601	-0.01075	1.117826986	0.099709542	-0.0079	-0.0056	NA	0.01175711	NA	0.342747174
83729	2.500353186	0.00755	0.118574434	-0.003972263	0.0138	0.06215	0.01365	1.647819533	0.0051	1.13E+00	0.02315	0.035829167	-0.02885	-0.102234633	-0.01965	-1.377396082	0.006457091	0.05465	0.02925	NA	0.052635381	-0.67735421	0.058925972
83732	-0.036454624	0.0301	0.245570058	0.408752072	-0.0006	0.0063	0.00755	0.831798454	-0.11505	-4.70E-01	-0.04215	-0.084081923	-0.0706	-0.025846813	0.00735	-0.05424625	0.049056998	-0.0611	-0.01335	NA	-0.085008672	0.202499934	-0.106811341
83733	8.88E-16	-0.0489	8.88E-16	-0.22341022	-0.04065	0.00695	0.0237	8.88E-16	0.01135	-3.69E-02	0.02695	-0.144374606	0.0401	0.145040276	0.0627	0.2195218	-0.033405158	0.02435	0.02805	NA	-0.048185261	8.88E-16	-0.111801316
83734	0.216752569	-0.0548	-0.010137989	-0.125900107	0.06105	0.00285	0.07805	0.445726381	0.0763	4.93E-01	-0.0756	0.052161603	-0.09305	-0.133829789	0.0403	0.167017094	0.181814338	0.00045	-0.06085	NA	-0.220893112	0.004506687	-0.180076038
83737	-0.176097346	0.0008	0.026411771	0.049610212	0.0269	-0.107869007	-0.00485	-0.436972236	0.0283	-2.54E-01	-0.1273	-0.110676868	-0.12345	-0.026647727	0.0156	-1.264935549	-0.041038879	-0.0653	-0.1381	-0.187126261	-0.054002565	-0.007006827	-0.366724259
83740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00620431	NA	0.007241612	NA	NA	-0.051418396	NA	NA	NA	-0.023546463	NA	NA
83741	0	0.00405	0	-0.010830834	0.0092	-0.00445	0.0021	0	0.00845	-1.17E-02	0.01705	-0.02747656	-0.0005	-0.038793665	-0.01035	NA	-0.114915514	0.02465	0.0433	NA	-0.088594326	0	NA
83742	0.32784642	0.06235	0.578683301	0.024459041	0.14245	-0.01255	0.0926	0.246264537	0.0978	2.75E-01	0.0365	0.001046287	0.00695	0.151537517	0.06005	-0.014008604	-0.097386911	0.03045	0.06315	NA	0.040870102	0.571362611	0.445391741
83743	-0.567751217	0.0217	0.131636989	0.315913129	-0.14585	-0.036041489	0.0208	0.46388422	-0.1224	-3.83E-01	0.08625	-0.08332508	0.0912	0.028152175	0.01075	0.332561133	0.23415519	0.01	0.10635	-0.583161107	0.30306963	-0.159911446	-0.1708951
83744	8.88E-16	NA	8.88E-16	0.019634318	NA	NA	NA	8.88E-16	NA	8.88E-16	NA	0.01007023	NA	0.095282592	NA	-0.195606989	0.017188816	NA	NA	NA	0.099478986	8.88E-16	-0.295141721
83746	-0.590732101	NA	0.076931849	-0.095481148	NA	NA	NA	-0.831671745	NA	4.55E-02	NA	0.09088176	NA	0.2528539	NA	0.392871574	0.200084956	NA	NA	NA	0.172563499	0.099487535	-0.107417182
83752	-0.039837535	-0.0857	-0.155189586	0.007750601	0.0124	-0.1825	0.04115	-0.025279029	0.02275	2.95E-01	-0.0485	0.075303175	-0.0002	0.060469703	0.04035	-0.149154687	0.176082645	-0.13415	-0.0698	NA	-0.395272834	0.208810652	-0.231859372
83755	8.88E-16	0.00495	8.88E-16	0	-0.0196	-0.01555	-0.0121	8.88E-16	-0.00455	-6.02E-03	-0.01315	0.017175353	0.00665	-0.012757977	-0.01665	NA	-0.000327875	0.0042	0.0006	NA	-0.00271277	8.88E-16	NA
83758	8.88E-16	-0.01765	8.88E-16	0	0.00795	0.00405	0.00305	8.88E-16	0.05605	1.16E-02	0.03	-0.013744405	0.01065	-0.015164343	-0.0132	NA	0.037526281	0.0624	-0.0101	NA	0.009636965	8.88E-16	NA
83759	NA	0.0164	NA	NA	-0.03385	-0.03015	0.0177	NA	-0.1144	-8.04E-02	-0.05875	0.215982559	-0.02655	0.083507917	0.04135	0.326113815	0.495238466	-0.061	-0.0092	NA	0.440727795	NA	0.198294952
83786	-0.210401458	0.0622	0.074352013	-0.050539587	-0.0011	0.132226555	0.16555	-0.095559935	0.0476	-1.00E-02	0.13635	0.047410985	0.11045	-0.220066825	0.1191	0.429778677	0.23505752	0.10685	0.1636	-0.034120689	0.387050515	0.201270389	-0.024780249
83787	NA	0.0521	NA	NA	0.0428	-0.0353	-0.00535	NA	-0.05	-6.18E-02	-0.05715	-0.014699602	-0.0808	-0.020985416	0.0216	0.867418425	-0.190839469	-0.0682	-0.11445	NA	-0.191285554	NA	0.158260564
83795	8.88E-16	0.0024	8.88E-16	0	0.0008	0.00745	0.0077	8.88E-16	0.02595	2.58E-02	0.0514	0.041849912	0.0624	0.041449225	-0.00405	NA	0.029317866	0.0355	0.03545	NA	0.044703397	8.88E-16	NA
83844	NA	0.00625	NA	NA	-0.0105	0.01935	-0.01025	NA	0.0096	1.27E-02	0.0052	NA	0.01605	NA	-0.0198	NA	NA	0.0022	0.016	NA	NA	NA	NA
83849	0	-0.00375	0	0	0.0261	0.0147	0.02845	0.184133582	-0.0048	-9.85E-03	0.0209	-0.036760928	0.01355	0.00052955	0.0037	0.164662646	-0.101556089	0.02565	0.01525	NA	-0.016061481	0	-0.012747968
83850	8.88E-16	NA	8.88E-16	0.027429086	NA	NA	NA	8.88E-16	NA	8.88E-16	NA	-0.051241577	NA	0.024094086	NA	NA	-0.113922042	NA	NA	NA	-0.000015143	8.88E-16	NA
83851	8.88E-16	0.0146	8.88E-16	0	-0.02405	0.0171	-0.00305	8.88E-16	-0.01085	8.40E-03	0.0032	-0.041195316	0.03465	-0.024495224	-0.0159	NA	-0.02098692	0.02105	-0.03375	NA	-0.083216354	8.88E-16	NA
83852	0.238123289	-0.002	-0.037503373	-0.012872672	0.0334	-0.04095	0.0214	0.596711561	0.03595	1.32E-02	-0.07235	-0.096837653	0.05185	-0.103149687	0.04875	-0.775794498	-0.065373898	-0.0098	0.05985	NA	-0.316476324	-0.031154547	-0.169367472
83853	-0.007223532	0.0584	-0.007223532	0	0.1593	0.07595	-0.0092	-0.007223532	0.1627	3.69E-02	0.0184	-0.054717244	-0.11455	0.303912626	0.0081	0.220127648	0.051214847	0.04265	-0.10305	NA	-0.093260893	-0.007223532	0.047253071
83854	8.88E-16	0.05815	8.88E-16	-4.44E-16	0.0301	0.0802	0.06835	8.88E-16	0.13825	8.95E-02	0.12205	0.05396804	-0.00485	0.035047827	0.0342	0.067940848	0.025389168	0.1146	-0.0152	NA	0.065368415	8.88E-16	0.351375789
83855	-0.89769284	-0.00425	0.345703584	-0.123304849	0.0343	0.0431	0.04675	-0.122379406	0.01905	-6.05E-01	0.03075	-0.017938206	0.09165	-0.011683626	0.0181	NA	-0.04531249	0.0283	0.04405	NA	-0.014381063	0.038725648	NA
83856	-0.00684114	-0.02195	0.055267645	-0.270825804	0.02055	-0.0247	0.05255	-0.128142572	-0.03655	-1.58E-02	0.06605	0.01780078	0.0088	0.033203231	0.0423	-0.078654807	0.001155223	-0.0271	0.0142	NA	0.038310939	-0.023685418	0.024347822
83857	0.174465871	NA	-0.201010238	0.395748312	NA	NA	NA	-0.513296533	NA	-5.20E-01	NA	0.03001367	NA	0.038109611	NA	-0.059186491	0.00762549	NA	NA	NA	0.139182484	0.12256169	0.141850389
83858	NA	-0.02095	NA	NA	-0.0208	0.05345	0.0243	NA	-0.01695	-1.31E-02	0.0537	0.008408052	0.0512	0.018665412	0.02915	0.052198962	0.094106933	0.0522	-0.00695	NA	0.072046758	NA	0.090823252
83861	0.094430952	0.0366	-0.019895539	-0.055419674	0.01555	-0.0895	0.045	-0.20220307	0.0528	1.43E-01	-0.04995	0.137057247	-0.0238	0.387744135	0.0168	0.150228474	0.009992765	-0.04775	0.04345	NA	-0.094084728	0.038248703	0.007480937
83862	NA	-0.0826	NA	NA	0.0025	0.04995	0.0214	NA	-0.0026	4.06E-02	0.0542	0.142422838	0.088	0.239464526	0.0397	1.199248097	0.08115233	0.02545	0.0414	NA	0.112594649	NA	0.232631666
83871	-0.015368996	-0.00875	-0.167644867	-0.005739081	-0.031	0.0075	-0.0168	-1.645653006	0.0048	3.88E-01	0.0216	0.031930662	-0.0102	0.157875574	-0.0133	-3.670838554	-0.047898855	-0.0032	-0.0066	NA	0.047001537	-0.150342272	0.051943958
83872	8.88E-16	0.1047	8.88E-16	-0.112908632	-0.02115	0.0397	-0.0265	8.88E-16	0.06545	5.78E-01	-0.12995	-0.051305688	0.0063	-0.217697177	0.0546	0.866748002	-0.068334711	-0.0137	0.0374	NA	-0.291890095	8.88E-16	-0.249332005
83873	8.88E-16	0.0177	8.88E-16	0	-0.02655	0.0116	0.02465	8.88E-16	0.0075	-1.12E-02	0.0515	-0.013151491	0.015	-0.020205464	-0.02	NA	-0.10397964	0.0357	0.03025	NA	0.046146218	8.88E-16	NA
83874	-0.215937342	0.0344	8.88E-16	-0.223319635	0.02075	-0.0117	0.01995	-0.004762222	0.1625	3.91E-01	0.0853	-0.074697516	0.03565	-0.015400598	0.0349	0.436193058	-0.338433449	0.0247	0.09445	NA	0.191562368	0.212894346	-0.090831828
83875	8.88E-16	-0.00205	8.88E-16	0	0.018	-0.00275	-0.03095	0.024138964	0.0086	5.30E-03	-0.03555	0.13542962	-0.0304	0.095751683	-0.0477	-0.121557693	-0.066686962	-0.0144	0.00345	NA	0.271684351	8.88E-16	0.569082321
83876	8.88E-16	0.0149	8.88E-16	0.044976285	-0.01795	0.0029	-0.00295	0.00077082	-0.0207	1.90E-02	0.0088	-0.015380825	-0.04445	-0.017218011	-0.00665	NA	-0.028501062	0.0056	0.02675	NA	-0.038048195	8.88E-16	NA
83877	-0.087690023	0.02525	-0.123562067	-0.300007715	0.049	0.05045	0.0299	-0.011363962	0.0088	9.56E-02	0.0657	-0.044110409	-0.0661	0.018260719	0.0224	0.434253833	-0.287638347	0.0042	-0.0294	NA	0.111653717	-0.075114764	0.006098863
83878	4.44E-16	-0.0251	4.44E-16	0.068250164	-0.003	-0.0088	0.01075	0.361122911	-0.03845	-1.60E-02	0.0116	0.013928925	0.04285	0.028992941	-0.0283	-0.103359877	0.117328503	0.02695	-0.01605	NA	0.078654251	4.44E-16	0.177831438
83879	0.26093392	-0.0164	-0.366751392	0.163645555	0.0523	-0.11115	-0.007	0.044851844	-0.10955	4.21E-01	-0.09895	-0.251013651	-0.09235	-0.343352199	-0.0831	-1.124550692	-0.284333563	-0.14285	-0.0939	NA	-0.223638127	0.795988401	0.183177498
83881	NA	-0.00845	NA	NA	-0.00205	-0.01835	-0.0116	NA	-0.00655	-1.66E-02	0.01495	NA	0.00775	NA	0.0012	NA	NA	0.0076	0.0208	NA	NA	NA	NA
83882	0.110320735	0.03865	0.110320735	-0.008188098	0.0275	0.04215	-0.0293	0.624958794	0.07045	9.12E-02	0.09985	0.078150974	-0.00315	0.033685997	0.02885	-0.385820136	0.045436364	0.15475	0.03925	NA	0.078182014	0.110320735	0.19126451
83884	8.88E-16	-0.01005	8.88E-16	-0.063511991	-0.0044	-0.0063	-0.00425	8.88E-16	0.0331	-1.41E-02	0.01515	0.031118916	0.0188	0.003023606	-0.00615	NA	-0.03699919	0.0027	0.01205	NA	0.044704823	8.88E-16	NA
83886	8.88E-16	-0.0067	8.88E-16	0.057433039	-0.00805	-0.0176	0.02215	8.88E-16	-0.0272	-1.03E-02	0.01435	0.060630984	0.0382	-0.045433393	0.04205	NA	0.063100281	0.0138	0.0295	NA	0.041139556	8.88E-16	NA
83887	8.88E-16	0.0757	8.88E-16	0	-0.03765	0.06725	-0.00195	8.88E-16	0.046	4.93E-03	0.00345	-0.055565684	-0.0112	-0.039644452	-0.0002	NA	-0.032813144	-0.01855	-0.0159	NA	-0.014147404	8.88E-16	NA
83888	8.88E-16	NA	8.88E-16	0.061025082	NA	NA	NA	8.88E-16	NA	8.88E-16	NA	-0.055615576	NA	-0.02686819	NA	NA	0.019027453	NA	NA	NA	-0.115271221	8.88E-16	NA
83889	-0.036234866	NA	-0.036234866	0.068225184	NA	NA	NA	-0.036234866	NA	-3.62E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.040938945	NA
83890	8.88E-16	NA	8.88E-16	0	NA	NA	NA	8.88E-16	NA	8.88E-16	NA	0.006369003	NA	0.028251256	NA	NA	0.014738431	NA	NA	NA	-0.006519333	0.009422687	NA
83891	0.160975828	-0.01925	-0.078712998	0.294886033	0.04585	-0.1836	0.00385	-0.39621322	-0.10355	-2.21E-01	-0.11525	0.144668077	-0.0809	-0.017443415	0.02145	-0.510118082	-0.07760456	-0.1684	-0.0815	NA	0.133894059	0.061962759	-0.306106266
83892	-0.304040453	-0.09495	-0.275862956	-0.023553337	0.0391	0.03945	0.00405	0.350467456	0.066	4.18E-01	0.08955	0.297184275	0.0536	0.076153844	-0.02575	-0.536547035	-0.308426381	0.0636	0.1114	NA	-0.054936283	0.154521167	-0.019256381
83893	8.88E-16	NA	8.88E-16	-0.060292532	NA	NA	NA	8.88E-16	NA	3.45E-02	NA	-0.012433493	NA	-0.017096477	NA	NA	-0.007899847	NA	NA	NA	0.002292296	8.88E-16	NA
83894	8.88E-16	0.0112	8.88E-16	0	-0.00245	-0.0003	0.0232	0.005801579	-0.00705	7.93E-03	0.04665	0.04806696	0.06255	0.052048296	-0.0172	NA	0.046521958	0.01975	0.0386	NA	0.003107475	8.88E-16	NA
