EntrezID	hsa-let-7b-5p	hsa-let-7c-5p	hsa-miR-1-3p	hsa-miR-101-3p	hsa-miR-103a-3p	hsa-miR-106b-5p	hsa-miR-141-3p	hsa-miR-155-5p	hsa-miR-15a-5p	hsa-miR-16-5p	hsa-miR-17-5p	hsa-miR-18a-5p	hsa-miR-192-5p	hsa-miR-193b-3p	hsa-miR-200a-3p	hsa-miR-200c-3p	hsa-miR-206	hsa-miR-20a-5p	hsa-miR-215-5p	hsa-miR-26b-5p	hsa-miR-302c-3p	hsa-miR-30a-5p	hsa-miR-98-5p
28969	-0.602474944	-0.04545	0.048811035	-0.179252879	0.0531	0.0529	0.02225	0.073743444	-0.01675	-1.15E-01	0.00325	-0.020538225	-0.0475	0.08703372	0.02055	-0.765529684	0.05351627	0.00695	0.014	NA	0.17919969	-0.017859696	-0.146059574
28970	0.524838763	-0.0381	0.332113035	0.170067635	0.11095	0.1299	-0.18925	0.190666557	0.19835	4.94E-01	0.01785	0.076672281	0.08525	0.10084406	-0.13955	-0.028140513	0.057365902	0.07155	0.0941	NA	0.001376007	-0.041012663	-0.079161171
28971	0.381475832	NA	0.351906548	-0.267730287	NA	-0.093133932	NA	0.773085276	NA	1.03E+00	NA	0.041608267	NA	0.138774951	NA	0.020020833	0.233373499	NA	NA	0.758534677	-0.234483956	0.209172895	0.144293803
28972	-0.159623351	NA	0.034681486	-0.073014574	NA	NA	NA	-0.438768446	NA	2.05E-01	NA	0.07781534	NA	0.146996365	NA	-0.435145293	0.10557426	NA	NA	NA	0.014675945	0.018297108	0.03312849
28973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.265061754	NA	-0.164533209	NA	-0.534984553	0.241303311	NA	NA	NA	0.092383617	NA	0.305406871
28974	-0.682305753	-0.08725	0.13431345	0.012580653	0.01415	0.0546	0.05625	-0.514518069	0.07415	-4.13E-03	0.12	0.107352825	0.15175	0.08794019	0.0163	0.523833963	0.27693381	0.095	0.133	NA	0.08904851	-0.050684321	0.124322636
28976	0.639572319	-0.0357	-0.109796072	-0.096668179	0.0133	-0.0051	0.02305	1.121637261	-0.0119	4.15E-01	0.03505	0.114947055	0.07385	0.09201058	0	0.099279748	0.22846925	0.036	0.04865	NA	-0.108033545	0.185475977	-0.066577799
28977	-0.032431639	0.0034	-0.504830643	-0.313445422	-0.0099	-0.005997673	-0.01535	-0.586631767	-0.0088	-3.01E-01	-0.00275	-0.28168174	-0.11445	-0.530965431	0.0002	-0.271691803	-0.273811376	-0.014	-0.0523	-0.623609192	-0.206847661	0.212940045	-0.118325845
28978	0.12848598	0.01455	-0.674762	0.057497522	-0.0234	-0.129067541	-0.05465	0.10244882	-0.03905	2.55E-01	-0.1801	-0.037555155	-0.13215	0.045110045	-0.0227	0.006159261	-0.09738105	-0.13765	-0.18935	0.47366763	-0.642060795	0.142744274	0.492700046
28981	0.32727814	0.06045	-0.131037731	-0.005855311	-0.1171	-0.20438951	-0.01265	0.220743165	0.05305	9.38E-02	0.0638	-0.015653453	-0.04445	0.103957595	0.01325	-0.154343435	-0.015304336	-0.04445	0.07275	-0.303183783	-0.083172977	0.076685371	0.022362517
28982	0.962654173	0.0184	-0.546444186	0.154306188	-0.112	-0.05545	-0.0403	1.140779117	-0.12875	2.00E-01	-0.01545	0.010721203	-0.01095	0.000321745	-0.07335	-0.399058301	-0.033319836	-0.04625	-0.0289	NA	-0.074825075	-0.267759394	0.008740113
28983	NA	0.01665	NA	NA	0.0176	-0.034877262	-0.0073	NA	0.04285	-4.88E-02	0.00625	-0.006962322	-0.0333	-0.004374558	-0.0399	NA	0.072451313	0.0145	-0.01275	0	-0.007967307	NA	0
28984	2.990646481	0.0681	0.087134276	0.419646946	-0.00965	0.0485668	-0.01915	0.639151967	0.0993	2.13E+00	-0.0291	-0.579814652	0.02045	-0.108185631	-0.03635	-0.969032163	-0.282055424	0.0163	-0.01435	0	0.386336067	0.753616817	0.068086644
28985	0.39700092	0.0099	-0.089150567	0.092431966	-0.22855	0.031810511	-0.0287	0.578933399	-0.0381	-7.06E-02	0.01485	-0.19138746	0.02445	-0.10449028	-0.0336	0.204034286	-0.12636469	-0.01835	0.0194	0.062281897	-0.77048935	0.024166235	0.006131336
28986	8.88E-16	-0.00145	8.88E-16	0.142697005	-0.02685	0.00265	-0.0047	8.88E-16	0.0231	9.23E-03	0.0074	-0.011708608	0.04145	-0.117800389	-0.00965	1.240735103	-0.066592151	0.01225	0.06235	0	-0.450826397	8.88E-16	-0.007172847
28987	NA	0.0454	NA	NA	-0.05755	0.07335	0.04275	NA	-0.2102	-2.52E-01	0.03975	-0.188561381	-0.2997	-0.056022296	0.02535	-0.151408733	-0.168140018	-0.01085	-0.35505	NA	0.001360893	NA	-0.037812831
28988	-0.686179248	-0.0049	0.37788878	0.175646417	-0.0213	0.02685	0.00135	0.516086776	-0.0109	-1.05E-01	0.05165	0.0215129	0.0166	0.01361387	-0.0066	-0.859594052	0.11142073	-0.0004	0.01855	NA	-0.04867936	-0.078758617	0.241830235
28989	-0.097338762	-0.01775	0.237745222	0.00829824	0.0188	0.05385	0.04515	0.248907061	-0.0007	1.58E-01	0.08755	-0.03129322	0.0767	-0.062171198	0.0041	-0.285034372	0.14270946	0.0611	0.0647	NA	0.040416239	0.1836136	-0.012275861
28990	0.773322496	-0.06015	-0.496109265	-0.089840725	0.00725	-0.010694506	-0.00045	1.363181234	-0.00755	8.29E-01	0.01625	-0.050524639	0.0151	0.132478471	0.01785	0.42142404	0.057089834	0.0132	-0.0041	0.062054258	0.123560235	0.438657663	-0.542130121
28991	-0.053880324	0.0263	0.066619083	0.070304047	-0.0067	-0.0006	0.01375	0.296259554	-0.01165	5.69E-02	0.0245	-0.036515416	0.0478	-0.038083397	0.00355	-0.142121842	0.027979208	0.036	0.03575	NA	0.044266	0.230491513	0.172825444
28992	0.056678205	0.00165	-0.107929397	-0.161287378	0.0025	-0.209543849	0.01605	0.365919155	-0.0172	3.41E-01	-0.0183	0.143029837	0.074	0.246344632	0.0206	1.594889014	0.05499929	-0.0088	0.0272	-1.033916335	0.039266871	0.232675683	1.302036616
28996	-0.532330957	0.01345	0.225878216	-0.095561206	0.09295	0.370440558	0.0817	-0.287201029	0.12415	-1.20E-01	0.2125	-0.001264698	0.0549	0.05789321	0.00565	-1.633424251	0.447964037	0.25885	0.05385	0	0.399654299	-0.97563529	0.081969739
28998	-0.109154405	NA	0.2761018	-0.038446657	NA	0.112608114	NA	-0.444350907	NA	-4.14E-01	NA	-0.13442463	NA	-0.11589677	NA	-0.907822086	-0.20010505	NA	NA	-0.007338917	-0.39104359	0.006200568	-0.040625638
28999	0.045285029	0.1314	0.236558199	-0.023952199	0.06235	0.243631279	0.2116	0.085467403	0.2398	1.47E-01	0.42165	0.020793906	0.24795	-0.045591734	0.22205	-0.13175226	-0.065678632	0.49245	0.119	0	0.046449806	-0.000323943	0.029469453
29015	-0.235987984	NA	-0.171545681	0	NA	4.44089E-16	NA	-0.886209218	NA	1.12E-01	NA	0.029673956	NA	-0.002346051	NA	-2.142488452	0.016586315	NA	NA	-0.291078917	-0.007597005	-0.117062948	0.015398082
29028	0.387839499	-0.0191	-0.626201906	0.306640165	-0.1371	-0.683353725	-0.08025	-0.163589245	-0.30955	-2.40E-01	-0.2258	0.06146675	-0.1342	-0.06418811	-0.0921	0.34729508	-0.03355801	-0.232	-0.17805	0.162160283	-0.396779925	0.726669067	0.078009691
29035	-0.377330739	-0.0236	0.406870508	0.006172146	-0.03735	0.03905	-0.01635	-0.031760962	0.00415	-3.84E-01	0.03505	-0.182080485	0.06465	0.023789069	-0.00305	-0.768576818	0.22150103	0.0434	0.03685	NA	0.225468147	0.033225215	-0.014521919
29057	NA	0.0585	NA	NA	0.0595	-0.065	0.0004	NA	0.06245	1.01E-01	0.0562	-0.002907384	0.0067	-0.003918693	0.0101	1.022127717	-0.09585078	-0.0137	0.05605	NA	0.066501611	NA	0.117886641
29058	NA	-0.00875	NA	NA	-0.0195	0.0008	0.0324	NA	0.0706	2.00E-02	-0.00735	-0.40002939	-0.0876	-0.16436963	0.06325	-0.807317926	-0.37061662	-0.02335	-0.10345	NA	-0.12994005	NA	-0.326650509
29062	0.101695013	0.1141	-0.002872926	0.082675503	0.02245	0.074893435	-0.02165	0.357529231	0.08605	1.15E-01	0.08195	-0.005331215	-0.0792	0.081445235	-0.00585	0.464975628	0.040560081	0.05265	0.0076	0.02199855	0.258755105	-0.010801484	-0.066714216
29063	0.277489345	NA	-0.372761324	0.041333962	NA	-0.084093955	NA	-0.163109539	NA	8.92E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.216247821	NA	-0.127890984	-0.058889498
29066	0.746631164	0.06575	-0.241137473	-0.147857126	0.0375	-0.085618593	-0.0432	-0.130420885	-0.0168	1.81E-01	-0.09265	0.113964505	-0.0931	-0.1102069	-0.03985	-0.316755753	-0.09651289	-0.07275	-0.02955	-0.310262103	-0.08512534	0.299260222	0.204637336
29068	0.672794929	NA	0.084997402	0.094979141	NA	NA	NA	-0.513284327	NA	1.76E-01	NA	-0.117202224	NA	-0.137382035	NA	-0.761608924	-0.041906173	NA	NA	NA	-0.168663398	0.576842983	-0.299275713
29070	0.466623356	-0.04055	-0.415346131	0.119352937	0.1968	0.10345	0.18035	1.498001641	0.32835	6.57E-01	0.0088	-0.093811536	-0.06305	0.150714725	0.1749	0.203791411	-0.03615964	0.10055	-0.06085	NA	-0.226317485	-0.090999507	-0.133025999
29071	-0.029167774	-0.02385	-0.201376197	-0.272219326	-0.00795	-0.019777908	-0.0156	-0.147715573	0.0154	-3.57E-02	-0.02915	-0.018655919	-0.02725	0.006385335	-0.0034	-0.180176471	-0.095554359	-0.03275	-0.0186	0.901144142	-0.149068303	0.212179875	0.044825751
29072	0.04358405	NA	-0.260358423	0.146715716	NA	0.023351577	NA	0.161353295	NA	-5.62E-01	NA	0.107928675	NA	0.07055178	NA	NA	0.23883955	NA	NA	0.330836634	0.20648272	0.201328884	-0.131800807
29074	-0.085984892	-0.0217	0.046590523	0.108222179	0.00535	-0.073605715	0.017	-1.806642042	-0.02055	-1.92E-02	0.02425	-0.23086155	0.0002	-0.01426853	0.0102	0.13475106	-0.03717805	-0.0062	-0.09175	0.234994681	-0.134215065	-0.148794808	0.189842282
29078	-0.221764392	-0.0097	0.082836212	0.197602021	-0.0079	0.180859694	0.0177	0.242402303	-0.15305	-4.69E-01	0.10265	-0.03827103	0.10985	0.004143205	0.01935	-0.477640689	-0.011735463	0.04195	0.05525	-0.058730147	0.062577398	-0.094481352	0.063520614
29079	0.768047328	0.02675	0.168551003	0.131975259	-0.0102	-0.165378154	-0.0271	0.466792932	-0.11545	2.06E-02	-0.2419	-0.041241161	-0.1307	0.030596587	0.00225	-0.1677362	-0.107025681	-0.15665	-0.1079	0.204541843	-0.33151848	0.324709088	0.14850865
29080	0.258595245	-0.01725	0.302928595	0.339697664	-0.0136	0.05265	-0.11035	0.120116658	-0.16075	-4.57E-01	0.063	-0.130683035	0.12545	-0.216480555	-0.1599	-0.371472128	-0.07929867	0.06195	0.0712	NA	0.05374789	-0.150991239	-0.554282494
29081	0.066630914	0.01845	0.025875701	0.065814691	0.0812	0.068647083	0.0167	-0.171365904	0.0253	-6.05E-02	0.00005	-0.208420045	0.0302	-0.10488488	0.03335	-0.875780188	-0.11112574	0.0718	-0.0397	0.221671969	-0.316877135	0.034726937	-0.039534148
29082	0.533149005	-0.00925	0.0121985	-0.0083278	-0.0107	0.02805217	0.0065	1.112649434	0.0271	4.38E-01	0.0516	0.071396518	0.05315	0.113822964	0.00075	0.501043939	0.083246382	0.0623	0.0315	-0.291168777	0.029604054	0.123374503	0.164173212
29083	0.303072941	0.0295	-0.125519043	0.168737162	-0.14045	-0.142907451	-0.1082	0.011194994	-0.1262	-2.66E-01	-0.0818	-0.049048622	-0.1128	-0.101436893	-0.06075	-0.916833165	0.069152343	-0.0725	-0.12055	-0.407935171	-0.161342365	0.183142829	-0.095855629
29085	NA	0.0013	NA	NA	0.0244	0.0052	-0.00005	NA	0.02535	9.09E-02	0.01265	0.135698315	0.13575	0.18012064	-0.0081	0.745240374	0.07275106	-0.01915	0.1278	NA	-0.04128606	NA	0.088220531
29086	-0.067929704	0.0417	0.09217861	-0.271218388	0.03075	-0.033952921	0.03695	0.319230218	0.0739	2.98E-01	0.04095	-0.157292245	0.02365	-0.040770065	0.01235	-0.124870691	-0.15828777	0.0609	0.05285	-0.490819978	0.04326079	0.039884219	0.316115649
29087	0.237506652	0.00565	0.253843666	0.024512513	-0.101	-0.157607169	0.011	0.503467899	0.0243	3.25E-01	0.0985	-0.0338756	0.02215	0.059466467	0.00265	-1.073479814	-0.001297953	0.0574	0.018	0.678890893	-0.213804877	-0.11950153	0.253382666
29088	-0.480832335	-0.06485	0.196859555	-0.16968963	0.0291	-0.072192127	-0.0066	-0.142649988	-0.044	-6.28E-03	-0.03095	-0.144343825	0.06015	-0.16201657	-0.06425	-0.561667657	-0.00182244	0.0054	-0.01765	-0.336855908	-0.11638959	-0.213017472	-0.225148013
29089	-0.062567066	-0.0492	0.106868018	0.035818966	-0.0037	-0.017	-0.0542	-0.996185769	-0.17305	1.04E-01	-0.0851	-0.10644634	-0.02545	-0.255904835	-0.07015	0.131611724	0.22664076	-0.0636	-0.04855	NA	-0.208262855	0.136968603	-0.135061306
29090	0.43636877	0.01595	-0.00765985	0.083152364	-0.0516	-0.01925	0.00225	-0.228144683	-0.13305	4.58E-02	-0.06025	-0.208036788	0.00175	-0.049176414	-0.0236	0.185014622	0.019330274	-0.03565	-0.00535	NA	-0.25333291	0.274686049	-0.273912675
29091	4.44E-16	-0.0957	0.065958749	0.027014681	0.0426	0.064075791	-0.0312	4.44E-16	-0.0205	7.29E-02	0.078	0.001735463	0.0458	0.032081007	-0.00155	-0.072952173	-0.001279016	0.0917	-0.0114	0.000119831	0.005988445	0.178012164	-0.04527486
29093	0.263773523	0.00135	0.274447784	0.026210262	0.02155	0.134412049	0.01575	0.239329215	-0.00065	2.47E-01	0.01165	0.149770358	0.018	0.05379624	-0.00695	-0.59746971	0.29880404	0.04395	0.00795	-0.357652825	-0.151060873	0.177366815	-0.020525297
29094	0.366722299	0.02355	0.256073545	-0.157537285	-0.06785	0.07	-0.02585	0.018053536	-0.0642	4.80E-02	0.1346	-0.013832349	-0.0714	-0.069191491	-0.0416	0.488079204	-0.36873407	0.0191	-0.0768	NA	0.17867569	0.608216492	-0.090474471
29095	-0.142306691	-0.00315	0.317842047	0.020111258	0.0359	-0.07085	0.02275	-0.460622196	-0.08795	1.92E-01	-0.1497	-0.05964953	-0.05945	-0.104008267	0.003	0.063476809	-0.09158989	-0.03535	0.06945	NA	-0.152611921	-0.301871662	0.128710153
29097	0.16573268	0.0398	-0.045672106	-0.014345007	-0.0017	0.07613156	0.0003	-0.16052441	-0.01485	1.71E-01	0.0188	-0.029669075	0.0178	-0.122948775	-0.02965	0.324753645	0.04236057	0.01805	-0.01095	0.155424454	-0.18214246	0.098503901	0.083175209
29098	0.025366224	NA	0.29335969	-0.175675214	NA	NA	NA	-0.10362689	NA	9.19E-01	NA	0.026335491	NA	-0.08427343	NA	-2.270106803	-0.045047097	NA	NA	NA	0.036305941	-0.03123717	-0.008837888
29099	-0.252424513	-0.01105	0.293067882	0.118878726	0.04035	-0.115491508	0.0268	0.210445452	0.04575	3.46E-01	0.0522	0.104092581	0.129	0.157653395	0.02365	0.226054173	-0.038868775	0.02435	0.0437	-0.80093375	-0.115511278	0.113267578	-0.040307555
29100	0.100177987	-0.01395	0.313282579	-0.157644693	0.01255	0.00215	0.01985	0.098734212	-0.00315	2.30E-01	0.0278	0.111887765	0.0987	0.15514496	-0.01815	1.012195318	0.07594345	0.0179	0.12625	NA	0.301296085	-0.116379617	-0.170062622
29101	0.496354359	-0.01885	-0.030676459	0.32067822	-0.07735	0.10315	0.0255	0.631755737	-0.1452	-9.74E-02	0.11795	-0.15417065	-0.0308	-0.01057226	0.02185	0.169738353	0.17792253	0.0832	-0.0156	NA	0.04895227	0.190447639	0.039678903
29102	-0.008931233	-0.0153	-0.027969987	0.013382543	0.06655	-0.057298707	0.0557	0.266608467	0.0485	1.99E-01	-0.0143	-0.03685668	-0.06475	-0.10075217	0.0753	0.148119396	-0.19604665	0.02235	0.00225	-0.460187098	-0.029390565	0.104710591	-0.363306225
29103	0.275085264	0.00605	-0.120675834	-0.614301763	-0.02085	-0.016578503	-0.02695	-0.222668251	0.059	2.42E-01	0.0248	0.025605604	0.00335	-0.0488412	-0.01805	2.40682977	-0.04274242	0.0364	0.00135	-0.22733326	0.104534145	0.0146749	-0.074466081
29104	0.43678723	0.01435	-0.424346632	0.64278042	0.0228	-0.363634206	0.0344	-0.252463535	-0.01545	3.52E-02	0.0326	0.001623105	-0.1181	0.101551809	0.02475	0.214564781	0.030553188	-0.03685	-0.05685	-0.522483495	-0.236520362	0.11295738	-0.134954898
29105	0.131333566	0.0183	0.108369295	-0.026255584	0.0011	-0.007066759	-0.04545	-0.171622221	-0.0904	1.43E-01	-0.07225	-0.087782246	-0.03795	0.005104811	-0.0171	-0.251139049	0.170645144	-0.04955	-0.0765	0.4317707	-0.108638968	-0.015966521	0.273643701
29106	8.88E-16	NA	8.88E-16	0	NA	4.44089E-16	NA	8.88E-16	NA	8.88E-16	NA	0.023758481	NA	0.003956527	NA	0.085921576	0.016360151	NA	NA	0	0.036986514	8.88E-16	0.044558571
29107	NA	-0.02775	NA	NA	0.0166	0.0238	0.03635	NA	-0.11375	-1.52E-01	-0.02625	-0.110989245	-0.0277	-0.25212719	0.00435	0.387176719	0.11538497	-0.0762	0.0077	NA	-0.061500585	NA	0.218137149
29108	-0.03921009	-0.011	4.44E-16	0.036674113	0.0098	0.00265	-0.01575	4.44E-16	0.00855	4.35E-01	0.00495	0.11985161	0.04475	0.287970095	-0.0113	3.973387027	-0.0339049	0.0352	0.03595	NA	-0.133854225	0.245620571	0.055776156
29109	-0.518869048	-0.00165	0.134306674	-0.126776769	0.05355	0.133039708	0.02525	1.014914868	0.0368	3.98E-03	0.06605	-0.24497323	0.13725	-0.05167366	0.04165	1.16066877	-0.18446227	0.0403	0.0475	0.283738382	0.24936257	-0.518869048	0.026292889
29110	0.234032632	0.037	0.381400175	0.108599061	-0.03985	0.0015	0.0342	0.060985783	-0.06525	-9.29E-01	0.05295	0.00944449	-0.1059	-0.017884185	0.0414	0.35485466	0.17202043	-0.04635	-0.0002	NA	0.37874624	-0.203860324	-0.069711626
29113	NA	-0.00705	NA	NA	0.00055	0.0079	0.00505	NA	-0.01015	4.54E-02	0.012	NA	0.062	NA	-0.01495	NA	NA	0.01625	0.00985	NA	NA	NA	NA
29114	8.88E-16	0.0141	8.88E-16	0	0.0047	-0.0012	0.00395	8.88E-16	-0.0186	8.05E-03	0.02445	0.024882084	0.0387	0.064444326	0.0112	-4.337514511	0.047026675	0.0182	0.00755	NA	0.002866255	8.88E-16	0.33274743
29115	-0.468754971	-0.0433	0.157445419	-0.082699992	-0.0005	0.00845	0.0358	0.445242549	0.015	1.38E-02	0.02055	0.130625648	0.09735	-0.046397425	0.02135	0.507829232	0.126542486	0.00585	0.0535	NA	0.454098478	-0.035544616	0.077242125
29116	0.247890407	0.08085	0.311047799	-0.178024188	0.17115	-0.07355	0.07205	0.361987821	0.2475	6.14E-01	-0.137	0.19812659	0.04465	0.284702685	0.17285	1.604293726	0.32225356	-0.1261	0.0223	NA	0.36450237	0.048510829	-0.07299601
29117	NA	0.03785	NA	NA	-0.03105	-0.097726823	-0.0017	NA	-0.08345	-7.32E-02	-0.0688	-0.092193315	-0.0488	0.057088306	0.0067	-0.437325783	-0.06903264	-0.01965	-0.03065	-0.577321286	0.049826185	NA	0.04455989
29118	-0.248219147	0.04465	-0.248219147	-0.00420601	0.0817	0.01775	0.05905	-0.248219147	0.03895	-1.17E-01	0.031	-0.020750404	-0.03615	-0.007088887	0.0963	NA	-0.030353302	-0.0246	-0.00545	0	-0.029161524	-0.248219147	0
29119	8.88E-16	0.0138	8.88E-16	0	0.00695	0.002225	0.0067	8.88E-16	-0.0242	-2.74E-02	0.00625	0.010496646	0.0079	0.022327266	0.00785	NA	-0.034945404	0.0089	0.0066	-2.11E-05	0.055969846	8.88E-16	4.44089E-16
29121	-0.006816141	0.0026	-0.006816141	-0.015311514	-0.0352	-0.00615	-0.10335	0.016479767	0.0154	1.55E-02	-0.01115	-0.070696482	-0.00805	-0.055525861	0.0181	-0.74016652	0.057605459	-0.0103	0.0182	NA	-0.197569702	-0.006816141	0.015387137
29122	4.44E-16	0.0616	4.44E-16	0	-0.002	-0.004322106	0.02145	4.44E-16	-0.0422	-6.90E-03	0.01745	-0.020957667	0.04675	0.033126458	-0.0122	0.232823769	-0.003534039	0.02605	0.00665	0	0.064194806	4.44E-16	-0.00784372
29123	0.391010512	0.03825	0.016445072	0.296837483	0.06615	0.1001	0.0513	0.650433014	0.0041	-2.65E-02	0.09545	0.038024422	0.15725	0.008135142	0.0519	NA	-0.001754958	0.07055	0.19555	NA	0.03879137	-0.363410457	NA
29124	NA	-0.19075	NA	NA	-0.00795	-0.0218	-0.05235	NA	-0.04675	-1.92E-02	-0.0235	-0.058769786	0.15825	-0.018130015	0.04505	NA	-0.049697952	0.08355	0.07995	NA	-0.049745081	NA	NA
29125	8.88E-16	NA	8.88E-16	0	NA	NA	NA	8.88E-16	NA	2.32E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.88E-16	NA
29126	-0.343357246	-0.001	-0.343357246	-0.008019222	-0.0305	-0.0561	0.02935	-0.341051427	-0.0382	-1.71E-01	0.01615	0.046022965	0.02645	-0.013367209	0.01515	-0.472700741	0.013137567	0.01625	-0.0132	NA	0.028964321	-0.221600328	0.179432525
29127	NA	-0.01215	NA	NA	-0.14355	-0.622108747	-0.13615	NA	-0.38875	-4.12E-01	-0.1748	0.01329623	-0.27125	0.006075224	-0.06075	-0.417928882	0.049802307	-0.24025	-0.2384	0.916902878	-0.221331803	NA	0.465826441
29128	NA	-0.0955	NA	NA	-0.12375	-0.00005	-0.03865	NA	-0.1178	-1.45E-01	-0.18335	-0.081134735	-0.1069	-0.227545865	-0.00625	0.62363526	0.09943604	-0.1817	-0.1239	NA	-0.206894715	NA	-0.005368309
29760	8.88E-16	-0.0178	8.88E-16	-0.398832665	0.0508	-0.027	0.0118	8.88E-16	0.0048	-4.55E-03	-0.00895	0.073128657	0.0173	0.079965128	0.00385	NA	-0.047139189	0.02725	-0.0565	NA	0.024803647	8.88E-16	NA
29761	-0.24138276	0.0408	-0.29707096	0.17434595	-0.01815	0.805714136	-0.0316	-0.460763528	-0.2195	-1.09E+00	-0.00105	-0.036011554	-0.0522	-0.011501957	-0.02235	-1.123185862	0.066296733	0.0262	-0.0361	-0.283965981	-0.057899482	0.415101134	-0.20025554
29763	-0.120136039	NA	0.078896088	-0.59316591	NA	0.167351482	NA	0.858983623	NA	-8.31E-02	NA	0.015267363	NA	-0.179809555	NA	1.148181398	1.78E-15	NA	NA	-1.042156394	0.30538116	0.031825917	0.158501315
29765	8.88E-16	0.01145	8.88E-16	0	0.09575	0.01505	-0.0212	8.88E-16	0.025	1.83E-02	0.0143	0.005761076	0.0535	-0.033787515	-0.0008	0.154368682	-0.087141156	0.03835	0.05	NA	-0.004267504	8.88E-16	0.074990842
29766	-0.452077837	0.00615	-0.534923366	-0.140920225	-0.00665	0.158896831	-0.03015	-1.013036778	0.03615	-5.12E-01	-0.02965	0.100988459	-0.0341	0.11527	-0.0534	0.505027339	0.146776176	0.01715	-0.02815	0.04840641	-0.321773714	-0.134844887	0.079770351
29767	0.688576628	0.07185	0.105785134	0.177311583	0.0486	-0.010925	-0.00635	0.006137608	-0.0051	1.81E-01	0.0083	-0.040548724	-0.00695	-0.035845354	-0.0209	NA	-0.050452795	0.00835	0.03785	0	0.010484172	0	0
29775	-0.043600388	0.021	-0.33100171	0.105789903	-0.17075	-0.081731508	0.07615	-0.688280822	-0.3264	-6.91E-01	-0.04135	-0.417103728	0.06385	-0.15094136	0.04215	-0.398963989	-0.267440268	-0.0444	0.0995	0.146305461	-0.076020593	-0.265841686	0.141203559
29777	-0.955582439	-0.25295	0.662177726	-0.233391403	0.1656	0.09148471	0.18315	-0.70853058	0.1449	2.75E-01	-0.0308	-0.012003827	0.0719	-0.040919695	0.1715	NA	-0.004282842	-0.0225	0.02765	-0.12647705	-0.056612375	0.264737157	-1.928923187
29780	-0.973005967	NA	0.141298554	-0.027080696	NA	-0.239636167	NA	-0.318630321	NA	-2.45E-01	NA	-0.10274026	NA	0.005059797	NA	-2.190689781	-0.079633066	NA	NA	-0.111476367	-0.065697743	-0.30553608	0.013307529
29781	-0.115399116	0.01235	0.019931072	-0.083482841	-0.06655	-0.109926061	0.05305	0.461952763	-0.0954	5.91E-02	-0.03045	0.009310216	0.00355	-0.027507505	0.02685	0.00983725	-0.015247955	-0.0021	-0.01705	0.041787926	0.043923676	0.062546316	0.103636615
29785	8.88E-16	0.0001	8.88E-16	-0.001936431	-0.014	0.05135	0.0047	8.88E-16	0.02425	1.73E-02	0.04705	-0.008206037	0.04515	0.000469893	-0.00475	-0.056530514	-0.044607524	0.02055	0.0363	NA	0.01334501	0.011274326	0.154586122
29789	-0.000454346	0.00025	-0.000454346	-0.098777737	0.01285	0.103407697	0.00255	0.068868417	0.0195	9.18E-02	0.02735	0.014849853	0.0555	0.017447708	0.00735	-0.549121174	0.03518114	0.0478	0.0459	-0.037587728	0.030551363	-0.010483364	-0.208112342
29796	-0.667144601	0.0384	-0.004661169	0.059489344	0.0255	0.011700087	0.05085	-0.237869973	0.07065	2.33E-01	0.10715	0.074412328	0.12275	0.117973449	0.0255	1.079809415	0.187745392	0.07055	0.10115	-0.060311013	-0.051325485	0.066675239	0.309638863
29798	NA	0.0206	NA	NA	0.0551	0.08365	0.0237	NA	0.25295	2.71E-01	0.0849	0.267237787	0.06545	-0.050078527	0.0268	NA	0.26978258	0.10405	0.08895	NA	-0.000362734	NA	NA
29799	8.88E-16	0.0012	8.88E-16	0.038331656	-0.0066	-0.0329	-0.03845	0.00107167	0.03795	6.76E-02	-0.01605	0.033947542	0.01895	-0.001864631	-0.0236	0.273022223	0.102594463	-0.01185	-0.0098	NA	0.074069154	8.88E-16	0.002869491
29800	-0.004173503	0.0138	-0.004173503	0.000772866	0.0306	0.02275	0.0355	0.200370144	0.0805	5.51E-02	0.04505	0.121376531	0.10595	0.057606348	0.02285	-0.47777896	-0.001051183	0.06825	0.0783	NA	0.022080506	-0.004173503	-0.040542583
29801	-0.948964942	0.0311	-0.10183879	-0.045190407	0.07195	0.00945	0.13765	-0.12346351	0.1089	-4.51E-01	0.0951	-0.041875535	-0.01625	0.06210625	0.14175	-0.248154051	0.13179618	-0.00145	0.03595	NA	0.342097955	-0.419015733	0.183867615
29802	-0.056676171	NA	-0.056676171	-4.44E-16	NA	-0.008606365	NA	-0.056676171	NA	-5.67E-02	NA	0.244205214	NA	0.308251826	NA	1.826600755	0.046707344	NA	NA	0.009714291	0.19269203	-0.056676171	0.089632804
29803	-0.437644178	0.00515	-0.023056333	-0.003332162	-0.0051	-0.112708672	0.01585	-0.327842856	0.02195	3.05E-02	0.04235	-0.04687119	0.09345	0.019664897	0.00555	1.49686981	-0.112856144	0.0263	0.03985	-0.404903355	-0.194560814	0.332164171	-0.013019939
29841	-0.001102494	0.02055	-0.001102494	-0.079558676	-0.1328	-0.02135	0.00285	0.022641169	-0.1203	-5.40E-02	-0.2335	NA	-0.18365	NA	0.08755	NA	NA	-0.09745	-0.1753	NA	NA	0.020883784	NA
