miRNA	T47D	COLO205	HCC_2998	HCT_15	KM12	NCI_H322M	OVCAR_3	OVCAR_4	HCT_116	HT29	MCF7	BT_549	HS578T	MDA_MB_231	SF_268	SF_295	SF_539	SNB_19	SNB_75	U251	SW_620	HOP_62	HOP_92	NCI_H23	NCI_H522	CCRF_CEM	HL_60	MOLT_4	SR	LOXIMVI	M14	MDA_MB_435	SK_MEL_28	UACC_62	IGROV1	NCI_ADR_RES	OVCAR_5	OVCAR_8	PC_3	786_0	A498	ACHN	RXF_393	SN12C	TK_10	CAKI_1	K_562	SK_MEL_2
hsa-miR-142-3p|MIMAT0000434	6.578477468	11.62095417	7.202506358	7.070104069	6.947804704	6.741156553	6.686105916	6.644229494	6.940614616	7.339701712	6.761454806	6.713331177	6.882321424	6.981663105	6.838652931	6.696759789	6.576144536	6.742681176	6.618771545	6.708226631	11.88864745	6.811357447	8.516952262	6.853339149	6.932763621	12.16719016	10.90577715	11.84942811	8.553231905	7.336091585	6.852770944	6.629906094	6.584950191	6.624530005	6.605577502	6.878929805	6.620106122	8.488103111	6.689299173	6.698993725	6.725715108	6.612306693	6.602548123	6.763913425	6.608688006	6.723994839	10.24918352	6.864284036
hsa-miR-142-5p|MIMAT0000433	6.336715134	10.09000108	6.568953573	6.471919489	6.376825504	6.405972025	6.374751949	6.350991952	6.398364604	6.409817648	6.292892798	6.303039818	6.246755287	6.292235506	6.390943796	6.339028292	6.281213854	6.278541895	6.319331451	6.312848035	10.42640817	6.249483742	7.835840223	6.236323912	6.372818219	10.97738908	10.47108458	10.99130668	8.384644018	6.877924144	6.238483456	6.332415873	6.471603359	6.460682966	6.354381552	6.606467535	6.379226463	7.43031419	6.35628587	6.391395432	6.326578099	6.323978248	6.229325892	6.246515123	6.376603679	6.304520247	9.890428051	6.376165477
hsa-miR-143-3p|MIMAT0000435	6.2628333	6.304820892	6.323974883	6.384954568	6.522154618	6.35498241	6.307610588	8.062414369	6.40112789	6.378551576	6.418671017	6.397875239	8.758355708	6.456740896	6.394790323	6.350847947	8.379818172	6.40957565	8.515671647	6.425993766	6.355695023	6.447103975	6.465812749	6.471340961	6.568933438	6.250660758	6.512242443	6.356054029	6.411595181	6.358290966	6.402021615	6.369989183	6.359490996	6.328424934	6.396492149	6.258381205	6.349804474	6.361156969	6.386105762	6.416766339	6.33885369	6.360683358	6.511687735	6.369895823	6.346918326	6.317341414	6.402202795	6.385753554
hsa-miR-144-3p|MIMAT0000436	6.427295367	6.391750744	6.263181769	6.222420395	6.263230872	6.286916153	6.410238398	6.298154866	6.249949504	6.222652828	6.327580026	6.274141681	6.269209889	6.27763708	6.281133047	6.166778204	6.188532142	6.21832012	6.282573964	6.236953612	6.325134731	6.227004836	6.27759947	6.27356082	6.236252227	6.247886549	6.205498538	6.285117042	6.284032231	6.362333817	6.245841936	6.250225121	6.330699834	6.325309783	6.269824771	6.384726732	6.307399297	6.30518485	6.228396989	6.323643502	6.441285276	6.233107226	6.213816684	6.25413655	6.338159594	6.371119235	7.153510455	6.259086028
hsa-miR-145-5p|MIMAT0000437	6.311184063	6.301196804	6.283660923	6.374953847	6.374622079	6.370462305	6.37237277	6.539805707	6.433129498	6.362992826	6.307469592	6.297377245	6.815590842	6.334522651	6.357460573	6.298817986	6.603002754	6.323892338	6.764677919	6.297690462	6.299847711	6.316806883	6.392504527	6.367406065	6.342953306	6.34339967	6.263851915	6.322389181	6.394801589	6.261621821	6.330556942	6.326984748	6.294340408	6.385317807	6.291049239	6.196897684	6.261039347	6.294392763	6.38833989	6.286718049	6.281461217	6.347020154	6.262378992	6.262246896	6.285599555	6.364047329	6.397933907	6.356770578
hsa-miR-146a-5p|MIMAT0000449	6.32744953	8.598595462	6.341017987	6.321001102	6.347602855	6.275193874	6.449918214	6.438579874	6.276737205	6.250282298	6.244795423	7.826045027	8.016335647	8.233678823	6.289278434	8.755124675	6.333869646	6.360796563	6.779886348	6.457679289	6.447615353	8.762095556	9.131950423	6.393977519	6.294430972	6.305124281	7.037610355	6.48362118	6.406401159	9.661408387	11.03385878	10.79302304	10.61586061	9.718348569	7.295796535	6.370514143	7.816504406	6.324835515	6.261379369	7.485491095	6.45863646	6.360227635	9.514277682	6.31705176	7.023765214	8.561681918	7.126398827	11.66578184
hsa-miR-146b-5p|MIMAT0002809	6.853616378	8.945530888	7.694169343	7.556406943	7.961177589	7.548583286	7.526745272	7.214886812	7.545079236	7.916657771	7.169720869	8.010562679	7.887971447	8.13118221	6.582309997	8.597975297	6.937597158	6.71986685	7.328214651	6.989612613	8.139556981	8.552911288	9.109187908	6.767630825	7.124202726	7.349787364	7.247808384	7.637040965	6.661900005	9.455035313	10.70158622	10.61353959	10.16285241	9.572569315	7.573870011	6.829467684	8.038622445	7.296899508	7.323496599	7.638023702	6.655772635	6.903107607	9.299885853	6.864463985	7.064545002	8.278163732	10.07128671	11.29912439
hsa-miR-147a|MIMAT0000251	6.400117185	6.574176078	6.501479129	6.641319539	6.631566061	6.497725698	6.262240525	6.559665269	6.64826856	6.714482937	6.618439023	6.591489083	6.661814767	6.678717592	6.601229766	6.540377617	6.510595803	6.526700088	6.520113631	6.521370979	6.986488901	6.524765039	6.757490029	6.651893687	6.678518732	6.69809362	6.412350738	6.563109677	6.602322792	6.545085737	6.635443191	6.546129737	6.408382733	6.505336254	6.489751627	6.457599544	6.489763222	6.563921226	6.549640173	6.55397749	6.553180087	6.446131002	6.495400262	6.586747264	6.519377879	6.478050194	6.596690217	6.53856489
hsa-miR-147b|MIMAT0004928	6.643818097	6.630374308	6.84796457	6.566428217	6.546662239	6.898307483	6.560048716	6.572144819	6.547912936	6.504535568	6.499325613	6.578943281	6.498741975	6.5268001	6.506288069	6.478294413	6.541420064	6.553024076	6.504693705	6.579313929	6.555846962	6.640335578	6.599728103	7.218865829	6.508106768	6.599056998	6.462732364	6.721153124	6.765661578	6.630777497	6.546727271	6.583537209	6.751682803	6.520516628	6.571632394	6.520418712	6.566572137	6.52554408	6.527579265	7.099322894	6.678013344	6.614096646	7.511612828	6.704898632	6.762787944	6.56587594	6.542643722	6.611824661
hsa-miR-148a-3p|MIMAT0000243	6.865833249	7.075470437	6.275333471	7.097726236	6.405370104	6.507308541	6.417122617	6.553771713	6.531533475	6.206959821	6.730756012	6.211243439	6.231643949	6.279646391	6.332464453	6.26835182	6.601726976	6.382528373	6.649817447	6.534258357	6.780732516	6.343128651	6.299548982	6.337325341	6.238723401	6.380833412	6.624035738	6.963633418	6.303696677	6.336020704	6.39258156	6.256696654	6.954936086	6.65110645	6.263279672	6.351599169	6.717248438	6.344737699	6.279217134	6.271930577	6.224350945	6.308783584	6.254622756	6.230551114	6.247216424	6.274973233	6.548740386	6.65915423
hsa-miR-148b-3p|MIMAT0000759	8.977510905	8.267096834	7.536707922	8.325330425	8.117836891	8.649532932	8.303946732	8.093880265	8.470977345	8.240354446	8.317937624	7.946952142	7.546329831	7.608257128	7.227486881	7.259975404	7.664663851	7.517753711	7.330206947	7.935424373	8.287965992	7.388181675	7.558630354	7.892057515	7.723386648	6.708937901	7.270471785	7.565116838	6.906169248	7.34158332	7.787605477	7.007216398	7.283165646	7.903220797	8.038855095	7.368212275	7.82300971	7.455704181	8.149354379	7.981195135	7.223056892	7.315235756	7.512037142	7.769781803	7.432354234	7.459493078	7.350261131	7.404994951
hsa-miR-149-5p|MIMAT0000450	6.831843817	6.459279197	6.460600809	6.520123111	6.894727602	6.81721651	6.589262594	6.46550026	6.526587536	6.528151692	6.486349872	6.488321273	6.517344932	6.558116013	6.606862129	6.420332079	6.41499983	6.541879678	6.398128566	6.467484005	6.618499305	6.558753164	6.561632081	6.666776465	7.048606941	6.217267813	6.344235343	6.419466736	6.499995703	6.405100239	6.50002194	6.457785627	6.408680389	6.414622216	6.530925124	6.646807011	6.843001894	6.533430728	6.523832335	6.465727842	6.587063873	6.405533492	6.420653575	6.610824348	6.344945186	6.403995631	6.44807076	6.444471904
hsa-miR-150-5p|MIMAT0000451	6.598054374	6.843526515	6.697224957	6.668431539	6.754878274	6.573592352	6.592119615	6.617287585	6.882385087	6.761461333	6.756588453	6.71845725	6.92786411	6.867792633	6.682518697	6.642501126	6.578859209	6.653431384	6.559947811	6.637260186	6.792782207	6.720236426	6.850476187	6.855007536	6.669771317	6.797532795	6.603027477	6.667441163	6.770511369	6.611661207	6.715455181	6.656957971	6.581131412	6.59895291	6.575711184	6.538633929	6.540288749	6.623132472	6.580391742	6.657887598	6.836980886	6.617911639	6.614636116	6.642540333	6.59862112	6.661402961	6.581730407	6.666341314
hsa-miR-151a-3p|MIMAT0000757	7.268667336	7.488901836	7.381908648	7.686410494	7.970311616	8.767431757	7.483876193	7.957536341	8.113465192	9.004497039	7.714326429	7.98977651	8.056619078	7.803682348	7.824440977	7.232542565	7.526810212	8.122207547	7.45116373	7.585090564	7.648262487	8.077755196	7.631923075	8.57239928	7.783100376	6.553082668	6.437086406	6.464860596	6.459740842	7.586014276	7.717145678	7.11294923	7.058640252	7.419500297	7.590045413	8.311836628	8.043098361	8.120310143	7.964039697	8.195624471	7.242391475	7.524675527	7.837098858	7.962196337	7.904286381	7.936117705	7.420195336	7.428217549
hsa-miR-151a-5p|MIMAT0004697	7.226850936	7.756254623	7.625711953	7.692153328	8.098643364	9.054568977	7.760973795	8.032611931	8.387259832	9.230331915	7.745749092	8.125793892	8.255564156	7.965765115	8.203156954	7.335515153	7.651629364	8.359212017	7.612778847	7.779922217	7.800167276	8.266473357	7.96289908	8.747811582	8.187508437	6.042853104	6.292663596	6.505423956	6.406291253	7.904943159	7.866032167	7.296545971	7.242589678	7.128904594	7.5613213	8.615683409	8.164269153	8.366299578	7.988754943	8.274957023	7.293086449	7.681863937	7.684712035	7.866006252	7.098847058	7.284261339	7.596778006	7.575180764
hsa-miR-152-3p|MIMAT0000438	7.289485183	6.978944695	6.579187687	7.049230944	6.523567407	6.889626268	7.126445236	6.817972334	6.507214714	6.667014072	6.774743166	6.849131811	7.80509423	6.621673995	6.765691611	7.45889181	8.018808138	6.620223024	7.921771994	7.513388237	7.284342197	7.454289377	6.650084868	6.773785594	6.70702646	6.453043366	6.370157265	6.489905659	6.646676736	6.439650769	6.751875312	6.54512838	6.953732302	7.237273132	6.474536195	6.764622794	6.624978339	6.97536962	6.564222603	7.435444818	7.099723211	6.849778089	7.593607817	7.931333325	6.966674691	7.005176674	6.614241474	6.49121563
hsa-miR-153-3p|MIMAT0000439	6.627269392	7.315575286	6.786489483	6.862581311	6.999842121	6.729146757	6.77216493	6.853744869	7.104448486	6.817546777	6.780464237	6.735652229	7.059352575	7.046290011	7.00861904	6.816286065	6.777129109	6.917644164	6.740543575	6.954938471	8.115500906	6.805894533	7.131672708	7.050647148	6.914026685	6.15847407	6.752822379	6.9688639	7.061812957	6.675732132	6.877492899	6.645351394	6.677153511	6.722915915	6.856642638	6.61163594	6.735351819	6.925233094	6.86389681	6.925702717	6.81956134	6.742197695	6.766481724	6.965505328	6.766921558	6.826672794	6.693885043	6.87730085
hsa-miR-154-5p|MIMAT0000452	6.408402112	6.310012694	6.469661939	6.480255966	6.536809103	6.457322477	6.342376336	6.391011511	6.452982003	6.516928987	6.501114931	6.647710381	6.693003198	6.52313882	6.619625055	7.11236889	6.453947647	6.472173514	6.763964198	6.636048399	6.456695268	6.539119529	6.537906278	6.61965673	6.447166821	6.565032874	6.415417828	6.450442397	6.493410043	6.441890808	6.472531237	6.533160401	6.353479605	6.434945789	6.404163156	6.390431695	6.414590403	6.446898039	6.462108419	6.45869415	6.400111169	6.554478275	6.407509414	6.457603919	6.446722903	6.460137663	6.457100447	6.403385495
hsa-miR-155-5p|MIMAT0000646	6.826216284	6.644922314	6.977203025	7.450769271	7.659864825	6.569804104	6.928465408	7.047223506	6.752258683	6.809115569	6.764088797	8.456903107	8.44618486	6.723787297	8.664812103	8.306686109	7.994972143	6.862066681	8.450140468	8.015154431	6.604394965	7.790109519	8.438001019	7.063145921	6.620408145	8.081310835	6.86106063	8.50496432	6.910862149	8.89686525	9.074233967	7.244013075	7.174174161	7.116509705	7.049667029	8.15645275	7.048284469	8.430283173	6.837603825	10.82827442	7.760831196	8.471082169	9.716157	7.448856623	8.620654051	9.056443427	6.704618851	6.678061323
hsa-miR-15a-5p|MIMAT0000068	7.900496207	9.021970709	7.818294175	8.280391869	8.125415171	7.942619005	7.498623182	7.339870219	7.51306913	7.914797135	8.072476264	8.070279191	7.326782444	7.718316448	7.089786289	7.536514831	7.372147742	7.686511327	7.170067271	7.513482203	8.516796874	7.173353847	7.227180562	6.957431202	6.84541712	8.181668053	7.291960764	8.019948021	6.743079543	6.816668822	7.567295213	7.485259839	7.032222453	6.941859627	7.359549496	7.157737959	7.614964583	8.034329967	7.545558033	7.306355957	7.071565018	7.204376773	7.240030444	7.315544211	7.008939962	7.015445109	6.933816201	7.049887997
