miRNA	N_COLON_1	N_COLON_3	N_COLON_4	N_COLON_5	N_PAN_1	N_KID_1	N_KID_2	N_KID_3	N_BLDR_1	N_PROST_1	N_PROST_2	N_PROST_4	N_PROST_6	N_PROST_7	N_PROST_8	N_UT_8	N_LUNG_1	N_LUNG_3	N_BRST_1	N_BRST_2	N_BRST_3	T_COLON_2	T_COLON_3	T_COLON_4	T_COLON_5	T_COLON_7	T_COLON_9	T_COLON_10	T_PAN_1	T_PAN_2	T_PAN_4	T_PAN_5	T_PAN_6	T_PAN_7	T_PAN_8	T_PAN_9	T_KID_1	T_KID_3	T_KID_4	T_KID_5	T_BLDR_1	T_BLDR_3	T_BLDR_4	T_BLDR_5	T_BLDR_6	T_BLDR_7	T_PROST_1	T_PROST_2	T_PROST_3	T_PROST_4	T_PROST_5	T_PROST_6	T_OVARY_1	T_OVARY_3	T_OVARY_4	T_OVARY_5	T_OVARY_6	T_UT_1	T_UT_2	T_UT_3	T_UT_4	T_UT_5	T_UT_6	T_UT_7	T_UT_8	T_UT_9	T_UT_10	T_LUNG_1	T_LUNG_2	T_LUNG_3	T_LUNG_4	T_LUNG_6	T_MESO_1	T_MESO_2	T_MESO_3	T_MESO_4	T_MESO_5	T_MESO_6	T_MESO_7	T_MESO_8	T_MELA_1	T_MELA_2	T_MELA_3	T_BRST_1	T_BRST_2	T_BRST_3	T_BRST_4	T_BRST_5	T_BRST_6
hsa-miR-9-5p|MIMAT0000441	6.6707	5.2676	5.8655	5.7839	5.1383	7.2742	6.188	6.6535	5	6.9353	6.5958	5.6195	5.9523	6.6719	6.6011	6.4113	5.0816	5.1559	7.5728	7.4921	8.0388	5	7.2997	5	5.2097	5	5	5	5.9144	5	5.271	5.9473	5	5	5.176	5.1361	5	5	5	5	5	5	5	5.075	5	5	5.562	5.3271	5.7843	5.2544	5.6403	5	5	5	5	5.4053	5	6.3544	7.9585	9.8874	7.4962	6.272	6.3451	6.896	5.9201	8.5186	8.7959	5.1197	5.606	6.3139	5	5	5	5	5	5.2172	5	5	5	5	5	5.6665	7.8137	5	7.8082	5	5	5	5
hsa-miR-30d-5p|MIMAT0000245	11.4068	11.364	11.4478	11.4567	11.3283	11.9001	11.9142	11.9617	11.5657	11.8689	11.7132	11.8439	11.8058	10.9798	11.9232	11.7805	12.4201	12.0048	11.895	11.9476	11.5833	9.81775	11.0966	9.43629	10.5553	10.6646	10.881	10.4589	11.3447	11.0082	11.1473	11.2669	9.53926	10.3785	10.1999	11.3391	11.967	10.9424	9.4841	11.0216	11.7759	10.5822	9.71701	11.1291	7.2113	10.3606	11.0568	10.271	9.80468	10.9758	11.093	11.2293	9.13715	9.85331	11.6049	11.1449	10.4935	10.9166	11.4465	10.873	9.36388	11.0113	11.3794	9.23806	10.1512	11.7978	11.5352	10.931	10.874	9.687	10.7705	9.55113	10.2721	8.34115	9.99947	10.7878	9.9221	10.0659	9.73384	7.46825	9.75802	10.4929	11.6693	11.1653	11.2583	11.5493	10.9147	10.5536	10.8108
hsa-miR-30c-5p|MIMAT0000244	10.5749	10.037	10.6874	10.0779	10.4868	11.9498	11.8484	11.794	9.75481	11.0232	10.6999	10.9061	10.9937	10.3534	10.9592	9.59717	10.4906	11.3108	10.1382	10.9176	11.0829	8.47017	9.54948	7.55607	9.06641	9.32131	8.99807	8.85571	9.2417	9.62971	10.8199	10.6238	7.64481	8.77567	9.25467	9.32815	10.2853	9.55834	8.62372	9.53521	11.2901	9.81455	7.75648	8.17584	5.69588	8.75429	9.97716	9.37455	8.90384	9.24582	10.1804	8.40193	7.47857	9.40085	9.54844	9.0972	8.60762	9.33414	10.2765	9.5302	6.98967	10.0006	10.1147	8.25796	8.45615	10.642	10.3025	9.05626	9.97212	8.62629	9.18021	7.91196	9.07752	6.87278	8.28922	9.00408	7.54652	7.56585	8.05266	5.45118	8.10115	8.9254	9.92683	8.79666	10.1791	8.97719	7.92739	7.72262	8.93958
hsa-miR-29a-3p|MIMAT0000086	12.0607	11.7908	11.8773	11.8953	11.6772	11.9558	11.9112	11.9226	11.9043	12.0974	12.0895	12.0515	11.9575	11.9414	12.0402	12.1424	12.3297	11.9861	12.1162	11.9696	11.8861	11.6294	11.7453	11.0548	11.5214	11.8008	11.9362	11.8689	12.1892	11.8286	11.994	11.8402	11.2085	11.7458	11.8255	12.1866	11.6428	11.0378	9.27749	11.7465	11.5721	11.699	11.3144	11.6588	8.5834	11.4027	11.3529	11.3665	10.9455	11.51	11.9136	11.8515	10.6031	11.0813	11.8059	11.7209	11.953	12.0311	12.1216	10.705	9.93125	11.9909	12.0558	9.42568	10.6915	11.6059	11.6131	11.3747	11.8075	10.9592	11.4973	11.6188	11.5587	10.2541	11.4316	11.7019	11.494	9.7319	11.4364	9.34735	11.4526	11.0668	11.0342	11.7616	11.617	11.4941	11.4662	11.0676	11.5382
hsa-miR-27b-3p|MIMAT0000419	11.5725	11.676	11.5958	11.5674	11.2554	11.6125	11.5001	11.6426	11.1524	11.833	11.7432	11.7939	11.7056	11.5486	11.7885	11.6903	11.426	11.5217	11.4613	11.4142	11.4254	10.9958	11.0476	10.0637	11.4856	11.4654	11.173	11.4367	11.7285	11.4358	11.4751	11.5361	10.8072	11.0308	11.0485	11.3314	9.3465	9.91718	8.97519	9.84919	11.5467	11.5515	11.2297	10.406	8.80317	11.0904	10.542	10.122	9.70774	10.3654	11.581	10.7059	10.3694	11.3399	11.3494	10.7498	10.4534	11.4657	11.9863	10.873	8.97167	11.6916	11.6436	11.1353	10.8612	11.6126	11.4624	9.98006	10.961	10.4232	10.7805	10.5759	10.9605	8.43566	10.376	11.1213	9.34007	6.98611	9.69453	5.7593	10.4323	10.8833	10.6582	10.3897	10.7423	9.61302	9.56018	8.19673	10.4736
hsa-miR-26a-5p|MIMAT0000082	11.6753	11.6825	11.6863	11.7262	11.3833	11.7327	11.6156	11.84	11.265	11.7793	11.7796	11.9086	11.796	11.6607	11.8222	11.6399	11.7275	11.7802	11.8221	11.7657	11.7896	10.0171	10.7483	9.74756	10.9922	11.3379	10.7252	10.8021	11.5975	11.411	11.6054	11.7178	10.329	10.8977	11.3604	11.2199	10.0264	9.87709	8.95358	11.3533	11.1724	10.6802	9.38345	9.98364	6.91584	10.2049	10.6548	10.6965	10.1666	10.6725	11.2763	10.479	8.80227	9.50452	10.8108	11.3024	9.75161	11.0417	12.049	10.6438	8.19478	11.7684	11.7187	8.69894	10.0832	11.4302	11.287	10.6239	11.1982	9.79238	10.7008	10.2254	10.2161	7.76278	9.69178	10.253	7.46851	7.83237	9.49142	5	9.89068	9.32757	9.53014	10.1579	10.4291	10.1947	9.19312	8.10896	10.7832
hsa-miR-24-3p|MIMAT0000080	11.9863	11.8533	12.1316	12.0253	11.3253	12.1008	11.9482	12.0626	11.8487	12.2686	12.2649	12.3408	12.2629	12.0727	12.2509	12.3539	11.8306	12.1603	11.9401	12.0954	12.0348	11.3682	11.7949	10.0743	12.136	11.9475	11.559	12.0949	11.8589	12.0199	12.0998	12.1665	11.501	11.6124	11.7957	12.1286	9.9714	10.5949	10.0681	9.49359	10.9222	11.7122	11.6968	10.8967	8.27517	10.9661	10.8574	10.6338	10.9458	11.1853	11.9731	11.1072	9.96684	11.381	12.3488	11.3873	10.8386	11.5199	12.0305	11.6698	9.36609	12.2354	12.236	11.9211	11.2651	12.1789	11.9742	10.4646	11.2663	10.6864	11.1633	11.4935	11.1791	9.50505	10.7922	11.8224	10.8295	8.43461	10.7267	7.10326	10.35	11.0706	10.8332	11.0009	11.3906	9.97894	10.6699	8.8723	10.5129
hsa-miR-23b-3p|MIMAT0000418	11.25	10.9312	11.5266	11.2551	10.5523	11.4894	11.1439	11.3926	10.4305	11.8577	11.851	12.0282	11.9307	11.5965	11.8514	11.9791	10.8324	11.5716	11.1967	11.4053	11.323	10.5097	11.1788	9.11616	11.1547	11.4322	10.3823	10.7616	10.2528	11.0074	11.6005	11.4741	10.5711	10.4109	11.1246	11.256	9.33478	10.0283	9.87007	8.19907	10.2797	11.1455	10.9519	10.3676	6.89381	9.4385	10.6254	10.4393	10.3677	10.4969	11.2433	10.1371	9.22893	10.8487	10.9927	9.88528	9.99994	10.9822	11.5588	10.9594	8.33093	11.7738	11.6732	11.1331	10.6041	11.5381	11.2867	9.63677	10.673	9.94773	9.86177	10.7295	10.724	8.89093	10.0012	10.7548	8.86642	8.32357	9.96592	6.8182	9.20115	10.0034	9.8026	9.79445	9.6132	8.90915	7.66111	7.92364	9.59004
hsa-miR-23a-3p|MIMAT0000078	10.9835	10.6057	11.2891	10.9857	10.0586	11.2158	10.574	10.881	10.5319	11.4351	11.523	11.7033	11.6454	11.1145	11.4705	11.5906	10.8326	11.5152	11.2193	11.4484	11.4495	10.6579	11.1527	9.34825	11.0993	11.589	10.5174	10.8903	10.2976	10.9087	11.5939	11.453	10.7255	10.4217	11.1322	11.1055	8.79406	10.0016	9.95852	7.90134	9.99094	11.1086	11.0368	10.0274	6.56726	9.3132	9.92225	9.7186	9.53824	9.76345	10.6539	10.2783	9.38723	10.7656	11.2617	9.70375	9.93363	10.5873	11.3607	11.2209	8.58793	11.2884	11.2537	11.648	10.1474	11.3833	11.1448	9.59883	10.6331	9.74674	10.1236	10.9042	10.7981	8.59137	10.0429	10.6209	9.37184	8.53592	9.18337	7.40759	9.7771	10.4833	10.4379	10.2433	10.107	9.44209	8.48232	8.26998	9.94471
hsa-miR-22-3p|MIMAT0000077	10.2795	9.57665	10.2244	10.3364	10.1008	11.7032	10.4579	11.0748	11.1657	11.0675	11.0269	10.9986	11.2385	10.4177	11.2694	11.7569	9.54968	10.9342	9.96295	10.5364	10.6873	10.1349	10.5858	9.16722	9.87288	10.1497	9.28848	10.1618	10.898	10.4955	11.5045	11.3426	10.298	10.4118	10.5976	10.6056	6.77999	8.35811	7.62372	10.08	10.8418	10.3042	9.96132	9.75345	6.35257	9.37012	9.09484	8.72028	9.07577	9.11437	9.7581	9.15018	9.01127	10.685	11.1282	9.97914	9.45335	9.17185	11.3068	10.0863	7.60671	9.12459	10.6458	8.33117	8.6338	10.292	9.89776	9.49248	10.4121	9.23322	9.95242	11.316	10.2795	8.98854	10.019	10.7844	10.7254	7.37221	10.2179	8.18299	8.30694	8.92613	8.36022	9.80109	9.85641	8.32051	8.69483	9.25482	9.7471
hsa-miR-181b-5p|MIMAT0000257	6.5983	5.2023	5.6712	5.6796	5.7639	6.7023	5.7497	6.0044	5.5761	6.7218	6.7817	6.0816	6.3283	6.1859	6.5063	6.3317	6.6318	6.9924	6.777	6.5719	6.0404	5.3804	7.2518	5	5.3635	5.7582	5.4937	5.1426	6.645	5.7005	6.7759	6.3073	5.0872	5.7822	6.3515	6.195	5	5.7153	5.6137	5.022	5.4459	6.4466	5.0085	5.7258	5	5.2539	6.2519	5.9296	6.0583	5.4795	5.9437	6.5015	5	5.5887	5.9259	6.0412	5	6.2885	6.5653	6.0444	5	6.0255	6.1931	6.1038	5.58	5.923	6.326	5.9768	6.4361	5.9999	5.9971	6.1619	6.1956	5.7065	5.7083	6.5104	5.1991	5	5.8866	5.1033	5.902	5.3287	5.1699	5.7356	5.3219	5.5673	6.2065	5.0117	5.3023
hsa-miR-21-5p|MIMAT0000076	11.2473	11.6443	11.9526	11.9089	11.3	11.8211	10.2019	10.8313	12.2094	11.8489	11.6126	11.9538	11.8219	11.2187	11.6893	11.9737	10.0248	11.8529	11.3985	11.7333	11.83	11.9688	11.8184	12.003	12.0874	12.1285	12.0046	12.2861	12.6046	12.1994	12.0371	12.1734	11.9398	11.826	12.124	12.2076	9.79756	9.21554	9.44803	10.8135	12.2814	12.1659	12.1693	10.5399	8.05467	11.444	9.47335	8.62949	8.25327	9.40302	10.9989	11.7728	11.6611	12.315	12.1903	11.9332	12.3276	9.92562	12.6198	12.042	10.5687	11.0171	11.8745	10.9136	11.4568	12.253	11.985	11.5502	11.767	10.9057	11.5695	12.0975	11.494	10.8707	11.9307	12.0845	11.926	8.29022	10.8485	7.63881	11.7433	11.5603	11.4522	12.0081	11.2204	11.1725	12.3394	10.514	12.0862
hsa-miR-20a-5p|MIMAT0000075	10.0571	9.86522	10.0555	10.2472	9.55257	10.9678	10.0388	9.98206	9.50167	10.298	9.93866	9.73866	9.71403	9.46549	9.74619	9.24533	9.15337	10.1623	10.4941	10.6016	10.5579	9.09469	9.53902	10.1938	10.546	9.85894	10.3365	8.97191	9.0113	9.08294	9.51794	9.94538	7.22052	8.18939	8.67338	8.44464	8.12499	8.14565	7.09486	7.91299	11.1806	9.77833	8.95526	7.24038	6.19338	8.49319	8.23271	7.47264	6.28837	7.83608	8.1955	7.8118	8.17424	9.32483	10.6996	10.7071	9.47029	7.85311	10.6207	10.5832	7.48812	7.55522	8.55759	7.85211	8.20994	9.66316	10.2106	7.93097	8.59079	7.93422	8.98248	7.91844	8.0549	6.17781	7.6887	8.50673	6.92308	5.42695	7.50547	5	8.16723	8.29284	9.84883	8.69926	7.74554	7.96737	7.47956	7.62672	8.01632
hsa-miR-19b-3p|MIMAT0000074	10.1147	10.7805	10.8692	10.5226	10.5389	11.043	10.2396	10.6024	10.2415	11.1903	11.3123	11.2282	11.1798	10.4574	10.7784	10.0195	10.088	10.6628	11.2007	11.2108	11.4378	9.25125	9.91898	10.8932	11.5607	10.473	11.0458	9.76155	9.94908	9.3105	9.7442	10.5057	8.11889	8.61621	8.64446	9.30754	8.52448	8.06478	6.87843	9.1208	11.5399	10.4158	9.7953	8.25235	6.82564	9.05279	8.52673	7.99874	7.07978	8.11906	10.3366	8.78505	8.79447	10.5649	10.8719	10.9649	10.44	9.9466	11.3709	10.9772	8.37433	9.8074	9.99431	8.50443	8.98963	11.4263	10.7571	7.88667	8.70896	8.09203	8.69973	7.76859	7.79697	6.69416	7.76214	9.0385	7.79258	5	7.99409	5	10.5047	9.57614	10.7629	10.0247	9.22348	8.71136	9.55232	8.63414	9.34861
hsa-miR-196a-5p|MIMAT0000226	8.67403	7.68578	8.07156	8.67509	7.2688	10.8463	9.2196	9.34064	7.99471	8.34419	8.29758	7.74743	7.86301	7.50085	8.01849	9.22554	7.37376	7.39291	9.04432	8.88176	8.54511	7.23842	8.7369	6.81204	8.00149	8.19699	8.06186	7.28948	7.12764	7.11551	8.23918	7.54508	6.20987	6.9729	7.18839	7.24543	6.8565	7.90058	7.44943	6.73725	7.74275	7.05449	6.66162	6.95554	5	6.6155	6.604	6.13195	5.58793	6.25438	6.86375	6.88244	5.16547	5.82065	6.55428	6.8748	6.40327	8.04091	9.00298	6.96806	5.40471	7.81866	7.95758	6.16406	7.07066	7.36961	7.84304	7.5441	7.22383	6.42481	7.3088	6.57697	6.95485	5.29147	6.38152	6.883	6.03555	5	5.7037	5	6.29097	7.26536	7.07924	8.07768	6.51458	6.62558	7.84397	7.00409	7.00326
hsa-miR-192-5p|MIMAT0000222	11.742	11.549	11.3429	11.7972	10.5206	11.5806	10.9889	10.8473	11.0067	6.05879	5.84491	7.08847	5.83893	5.09626	6.17758	5.22658	5	5.07098	5.43799	5.89028	5.58252	9.43727	9.4066	11.2581	11.2414	11.3644	11.4941	10.7353	9.89697	10.1463	11.1113	9.8013	8.47067	10.4348	8.87836	11.1813	5	6.9592	5	5	7.77033	5.05069	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6.15237	5.87635	5	5.60102	5	5.26977	5.40553	8.4822	5.99156	5.00652	5	5	5	5	5.36988	5	5	5.514	5	5	5	5	5	5.13982	5	5	5	5.17682	5	5	5
hsa-miR-187-3p|MIMAT0000262	6.5332	5.5348	5	5.3119	5	8.9395	7.2531	8.3025	5	7.5045	8.0993	8.0936	7.6102	6.1507	8.3588	5	5	5.8846	5.0861	5.0558	5.4836	5	7.6047	5	5	5	5	5	5.0855	5	5	8.0711	5	5	5	5	5	5	5	5	7.5709	5.0658	5.7499	7.2877	6.9869	5.0587	5	5.0198	5	5	7.0486	7.3495	6.8303	6.4616	6.002	7.8868	5.1276	6.7662	5	7.0067	5	5.0396	6.7616	5.9846	5.5051	9.6156	7.3628	5.2247	5	5	5	5	5	5	5	5	5	5.5728	5	5	5	5	5	5.997	5	5	5	5	5
hsa-miR-183-5p|MIMAT0000261	6.2922	5	5	5.165	6.1435	5.4015	5	5	6.4313	6.1603	6.6975	5.981	6.2046	5.7651	5.4824	5	5.1673	5.5184	6.1921	6.4958	6.2736	5.7024	7.8496	5.2962	7.119	6.2597	6.4652	6.0468	6.0471	5.8525	7.8196	6.0586	5	5.5563	5.566	6.7476	5	5	5	5	9.9613	6.7097	5.575	5	5.4158	6.3033	5.7188	5	5	5.3303	5.2252	7.043	5	5	7.2975	7.1999	5.6611	5	7.6126	9.0093	6.3522	5	5	6.9508	6.4906	7.493	8.1226	7.1666	6.5576	7.228	5.5699	7.151	5.3816	5	5	5.5212	5.3917	5	5	5	5	5	5	8.6921	7.4295	6.7715	6.6805	6.3844	5.7662
hsa-miR-182-3p|MIMAT0000260	5.3352	5	5	5.3119	7.7224	6.0117	5	5	6.4313	6.5291	6.9973	6.2203	6.2882	6.3186	5.7397	5	5	5	6.438	6.8148	6.5869	6.0649	7.3243	6.0179	7.3796	6.2901	6.4296	6.2613	6.8847	6.1155	8.4744	6.0225	5	5.3175	5.1254	6.5462	5	5	5	5	9.9708	6.3419	5.2971	5	5.3739	6.7183	6.3318	5	5	6.2737	5.3525	7.2537	5	5.4198	7.0358	7.3716	6.1276	5	8.2282	8.6861	6.2412	5	5	6.9459	6.6161	8.1956	8.3547	6.8533	6.1215	6.598	5.7867	6.7614	5.5822	5	5	5.5498	5.4029	5	5.3016	5	5	5	5	8.1506	8.8082	6.9446	7.2461	5.2873	6.6482
hsa-miR-181c-5p|MIMAT0000258	10.059	9.72	9.83608	9.93605	9.50091	10.4996	9.95057	10.4774	9.93201	10.2191	10.4195	10.6601	10.9535	8.95679	10.1274	9.90688	11.2107	11.2934	10.813	10.7784	10.8418	9.63917	9.81486	7.85992	9.99562	10.0914	9.65456	9.69196	10.6401	9.97349	10.4492	10.6334	9.41614	9.95504	9.42263	10.035	10.4491	9.5992	7.15117	10.1568	10.3319	10.1355	8.97442	8.14085	7.26376	8.85555	8.47051	7.92187	7.89475	8.05475	9.3012	10.2528	8.26735	9.26179	10.4447	10.0456	8.37955	9.92372	9.85478	10.5086	8.38634	8.46423	9.7781	9.15559	8.82507	10.3865	10.986	10.0966	10.4115	9.21311	10.5444	10.6406	9.68122	7.83204	9.15887	10.0595	8.22459	7.67326	7.35843	6.57193	9.19588	8.24087	9.42461	9.45297	8.78137	8.89514	11.4534	7.6513	9.63377
hsa-miR-15a-5p|MIMAT0000068	10.5244	10.4849	10.8964	11.0288	10.2756	11.2394	10.4323	10.6814	10.0571	11.0899	11.1189	11.3455	11.5026	10.9324	11.0714	11.1206	10.5974	11.5147	10.7151	10.9976	11.0878	9.43727	9.51786	9.12509	10.7546	10.0932	10.1816	9.95661	9.94615	9.94236	10.4712	10.9308	8.16648	9.11871	9.14299	9.47268	7.25956	9.23442	7.15117	8.946	10.0376	10.0766	9.9147	8.92408	8.27801	8.90871	8.63356	8.31827	7.49482	8.33032	9.4355	10.1619	7.91121	9.00479	10.0864	8.68445	9.0621	8.07843	10.5414	10.7066	7.47182	10.7368	10.4864	7.47412	8.54069	11.2595	10.9158	9.03115	9.77451	8.58159	9.64352	8.33913	9.35292	7.56449	9.51568	10.291	9.18286	5.67972	8.79802	5.83145	9.56467	9.68039	9.85171	9.90342	11.0042	9.42167	9.17787	8.31836	10.4084
hsa-miR-154-5p|MIMAT0000452	5.3009	5	5	5	5	5	5	5	5	5	5.4381	5	5.4872	5	5.1169	5	5	5	5.9265	6.0457	5.8074	5	7.1917	5	5	5	5	5	5.3612	5	5.7156	5.6099	5	5	5	5	5	5	5	5	5.3022	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5.6591	5	5	5	5	5	5	5	5.0316	5	5	5	5	5	5	5	5	5.0856	5	5	5.3692	5	5	5.002	5	5	5	5	5	5	5	5	5	5
hsa-miR-153-3p|MIMAT0000439	8.4957	7.453	8.9082	9.2795	8.1689	8.46	7.6097	7.8919	8.1416	7.7546	7.849	7.2638	7.8967	6.7592	8.5755	7.8031	8.5728	8.935	8.2997	7.6838	7.2682	7.4979	9.1633	5	9.217	8.9426	8.6727	8.7766	9.9158	7.5111	7.8855	7.4665	7.5081	7.1041	8.8039	8.3061	7.8445	7.3742	6.7747	8.3418	9.0184	8.9341	7.7233	7.305	5.1934	8.648	6.9747	5.7655	9.0798	6.5841	7.0515	8.2904	7.0367	7.7399	7.4907	9.8055	5	7.0667	9.1556	7.7483	5	5.796	7.622	8.8203	9.3062	8.8552	9.3471	9.2357	8.3469	8.2406	7.8158	9.0409	9.1382	5	5.6486	8.2632	5	5	7.1525	7.1033	8.4004	7.9486	6.6527	7.4102	9.5202	8.9194	9.2734	6.396	8.6214
hsa-miR-152-3p|MIMAT0000438	7.9413	7.4045	7.8164	7.8171	7.7539	9.3535	7.8641	7.9458	7.5036	8.6368	8.9353	8.8467	9.3363	7.7072	8.5314	8.7406	7.271	8.1007	8.5286	8.2829	8.3799	6.946	8.0559	5.0632	7.2929	7.5681	7.3728	7.1008	9.005	7.4764	8.6406	8.7201	7.0459	7.5911	7.5516	7.5661	7.1879	6.9404	5.8188	7.5333	7.1878	7.6457	7.473	6.405	5	6.11	6.6909	6.1686	6.3693	6.0279	8.0586	7.3423	5.1916	7.0873	7.8248	7.7361	5.4944	7.1395	7.9063	7.3292	5.7606	8.0095	7.8325	6.6591	7.09	7.5165	7.9942	7.3196	7.5109	6.7614	7.398	7.0948	7.8067	5	6.6562	7.8816	5.8511	5.1392	5.8779	5	6.8325	6.3851	7.1395	6.4331	6.3781	6.402	7.4796	6.7906	7.0314
hsa-miR-150-5p|MIMAT0000451	9.82897	8.90064	10.4625	8.75535	7.29099	8.28787	6.55707	6.46141	8.40397	8.3912	8.87953	9.70866	10.1392	8.27233	8.63083	8.44237	8.49062	10.5465	9.204	8.89663	9.22847	8.1103	8.50394	6.82086	8.30665	7.46269	7.81691	8.90742	8.28574	8.02469	10.6149	11.4961	6.88125	8.73033	11.5747	7.76927	5	5.83075	6.43816	5.59252	8.91717	8.91181	7.13751	7.04085	5	8.23441	6.43867	6.59506	6.29759	6.5166	8.56242	8.02419	5	5.7918	6.68789	7.08685	5.25474	7.35602	7.97187	6.70816	5.54377	6.49775	7.84437	6.61039	6.86496	7.11684	7.91784	7.93967	10.3118	7.94196	9.01775	8.48496	8.19638	5.81693	7.86738	7.55861	5.71363	5	7.32079	5	10.0167	7.82073	7.45813	10.3923	5.56383	8.17316	7.70668	6.34874	9.17173
hsa-miR-149-5p|MIMAT0000450	6.5733	5	5.3031	5	5.5789	5.5554	5	5	5.4393	7.765	7.9927	7.3411	7.5794	7.0227	7.3112	6.4187	5	5.6919	7.2743	6.986	6.9286	5	7.6482	5	5.2801	5	5.6706	5	6.095	5	6.5941	6.8183	5.8473	5.5866	5.2128	5	5	5	5	5	6.5537	5.9566	5.376	5	5	5	6.3009	6.4593	5.5421	5.2248	6.7999	5	5	5	6.3228	6.6309	5	5.4659	6.3662	6.131	5	5	6.3672	6.1725	5.7025	5.9357	5.7159	5.8837	5.2765	6.0816	5.1742	5.8923	5.6368	5	5	6.6155	5	5	5	5	5	5	5	6.1226	6.126	6.5523	5	5	6.6398
hsa-miR-148a-3p|MIMAT0000243	8.26123	6.48079	8.34543	7.54255	11.6146	8.94406	7.24029	7.31576	10.7359	9.92401	9.24388	8.4391	8.61017	8.72972	9.15836	6.65207	6.32485	8.10073	8.52037	8.63401	8.9707	6.69203	7.80135	6.73944	7.14749	8.30653	7.66086	6.85256	8.35824	8.59971	9.73637	7.56532	6.62491	7.41853	7.50785	7.28212	5.63808	5.25742	5	7.03804	7.49932	6.56032	6.68937	5.26423	5	5	7.74817	7.47264	6.28837	7.48787	7.5203	7.70588	5.53584	7.02663	8.22358	7.97354	6.82222	6.09008	7.91263	8.98882	6.22184	6.79604	6.34514	6.50109	6.72333	9.23017	9.03723	7.25135	6.98154	6.19381	6.81164	7.29247	7.23633	6.02843	5.91673	6.83157	5	5.65372	7.32713	5	5.80159	5.22788	5.85027	6.90958	6.02414	6.32931	7.19985	7.29359	6.2808
hsa-miR-145-5p|MIMAT0000437	12.3659	12.2033	12.1486	12.0892	11.7862	12.0551	12.0342	12.158	12.0536	12.2915	12.4076	12.2536	12.1473	12.3465	12.1804	12.299	12.5182	12.0425	12.3024	12.1747	12.0418	12.3233	12.1082	10.5152	11.957	12.081	12.0278	12.2885	12.2011	12.0006	12.1576	12.0413	11.7425	11.9475	11.9809	11.8544	7.06949	11.6377	10.3026	11.0523	11.5344	12.1931	11.8772	12.3126	7.92311	12.3909	12.3458	12.308	12.9925	12.4344	12.5996	11.2249	7.77081	10.4345	10.6374	11.9428	9.05213	12.4649	12.6882	11.1945	9.27272	12.2621	12.2927	11.5357	11.3227	12.1086	12.021	11.2067	11.9219	11.6	11.3566	11.8973	10.0669	7.44183	10.9207	11.2378	7.75364	7.98089	9.82628	6.93333	10.3066	9.40884	9.08783	11.5386	11.0333	11.0448	9.93849	9.33059	11.293
hsa-miR-144-3p|MIMAT0000436	5.0239	5	5	6.7064	5	6.2265	5	5	5.2793	7.0904	7.3259	6.3755	6.7895	6.9758	7.3323	5.5418	7.3798	7.8047	7.2833	6.6707	7.3238	5	7.0749	5	5	5	5	5	5.2385	5	5.7024	5	6.6047	5	5	5.4365	5	5	5	5	7.4873	7.5776	6.888	6.4524	6.644	7.6849	7.128	6.3763	7.1527	6.2833	6.5655	5.8374	5	5.6137	5.0958	8.244	7.0596	5	7.3042	6.4064	5	5	5	7.0636	6.6771	5.1028	7.4718	7.4938	6.0243	7.0317	5.6778	5	5.0048	5	5	5	5	5	5	5	5	5	5	6.9299	6.3104	6.8316	6.8004	5	5.7867
hsa-miR-143-3p|MIMAT0000435	11.9958	12.1054	12.0352	12.0373	11.3318	11.7939	11.7625	11.8567	11.7713	12.1385	12.0543	12.1026	12.0596	12.0889	12.1213	12.2098	12.0537	11.9234	11.8876	12.0077	12.0005	11.9027	11.8359	10.9617	11.698	11.8169	11.5541	12.0602	11.7944	11.6174	11.7572	11.9313	10.8252	11.3069	11.5422	11.3164	7.00372	11.1251	9.53722	10.5936	11.3338	11.8945	11.5575	12.1959	7.71694	12.015	11.8188	11.7739	12.4598	11.9465	12.2521	10.3996	8.14554	10.1224	10.0016	11.818	9.56358	12.1069	12.4297	10.9175	8.63261	12.1835	12.2165	10.8544	11.1204	11.9687	11.8065	10.4666	11.0955	10.6315	10.3338	10.6111	9.56756	6.98178	9.97359	10.2868	7.92308	6.41152	8.78656	5	10.0877	9.08324	8.84013	10.7364	11.0462	10.2663	9.66415	9.35623	10.7455
hsa-miR-141-3p|MIMAT0000432	9.79928	9.86206	10.0669	10.3987	10.9453	10.1425	8.45127	8.7387	10.7251	10.9819	10.6092	10.1061	10.3522	9.80874	10.5306	5.59474	8.66039	10.2524	10.3181	10.7043	10.6434	8.32797	9.2879	9.91967	9.74378	9.1621	9.50971	9.25057	9.23636	9.61345	9.88457	8.60132	8.30172	8.7249	8.40284	10.1411	5	5	5	5	11.7605	9.72995	8.61265	7.18524	6.77834	8.8978	7.74609	7.11841	6.101	7.43078	8.80591	8.77182	9.1242	9.42042	11.0356	10.2019	9.23945	7.98584	10.5588	11.2707	8.00249	5.55277	6.09756	7.60107	8.08521	10.8687	10.4687	7.29268	7.28735	6.79879	7.55273	7.37021	5	5.24708	5	5.09654	5	5	5	5	5	5	5	9.69035	10.1008	8.88846	9.76454	9.0857	9.83139
